Normalization,Regressing out,Points,Model,PCA Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,ProtBERT,190,Kernel Ridge,85/15,0.4212818018758723,1.0265032133580478
Rg w/no norm,No regr out,All,ProtBERT,190,GPR,85/15,0.058252521116576084,1.3094652467802235
Rg w/no norm,No regr out,All,ProtBERT,190,Linear,90/10,-7.808383463193929,2.9583774721040985
Rg w/no norm,No regr out,All,ProtBERT,190,Ridge,90/10,0.45156911904755614,0.7381870646699267
Rg w/no norm,No regr out,All,ProtBERT,190,Lasso,90/10,-0.35910524641663266,1.1620692912708108
Rg w/no norm,No regr out,All,ProtBERT,190,Kernel Ridge,90/10,0.013934782609280716,0.9898247299483702
Rg w/no norm,No regr out,All,ProtBERT,190,GPR,90/10,-0.3987731215268939,1.178905841000111
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Linear,80/20,0.5317011471097854,1.1237356382574915
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Ridge,80/20,0.5121154338930258,1.146994002985992
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Lasso,80/20,0.38599518306168956,1.2867331697937658
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Kernel Ridge,80/20,0.4983981477708377,1.1630065833372734
Rg w/no norm,No regr out,Inliers,ProtBERT,190,GPR,80/20,0.6036852378506543,1.0337671609692154
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Linear,85/15,0.3891047603479184,1.1924167581499538
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Ridge,85/15,0.33737275268996003,1.2418791780609328
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Lasso,85/15,0.36842770105089373,1.2124287808524057
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Kernel Ridge,85/15,0.3885224517143595,1.1929849318245849
Rg w/no norm,No regr out,Inliers,ProtBERT,190,GPR,85/15,0.3896002107646529,1.191933121042642
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Linear,90/10,0.7632483109125364,0.7397353863577855
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Ridge,90/10,0.7193590586174028,0.8053883913425495
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Lasso,90/10,0.534831699185411,1.0368953029497647
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Kernel Ridge,90/10,0.6794889123427446,0.8606991622381639
Rg w/no norm,No regr out,Inliers,ProtBERT,190,GPR,90/10,0.8108555406317588,0.6611905887003963
Rg norm w/0.427,No regr out,All,ProtBERT,10,Linear,80/20,-0.2088293000361805,0.14097457274772823
Rg norm w/0.427,No regr out,All,ProtBERT,10,Ridge,80/20,-0.17074946283577597,0.13873635546641355
Rg norm w/0.427,No regr out,All,ProtBERT,10,Lasso,80/20,-0.04527892139583045,0.13109145819881596
Rg norm w/0.427,No regr out,All,ProtBERT,10,Kernel Ridge,80/20,-0.018166019389181276,0.12938013422138928
Rg norm w/0.427,No regr out,All,ProtBERT,10,GPR,80/20,-2.334729416374451,0.23414700028328964
Rg norm w/0.427,No regr out,All,ProtBERT,10,Linear,85/15,-0.8579746256871292,0.12706759127432932
Rg norm w/0.427,No regr out,All,ProtBERT,10,Ridge,85/15,-0.7422976342796275,0.12304843135193684
Rg norm w/0.427,No regr out,All,ProtBERT,10,Lasso,85/15,-0.26081425782356504,0.10467439605693922
Rg norm w/0.427,No regr out,All,ProtBERT,10,Kernel Ridge,85/15,0.03132278742078565,0.09174965710168054
Rg norm w/0.427,No regr out,All,ProtBERT,10,GPR,85/15,-2.908504397303662,0.1842978252875631
Rg norm w/0.427,No regr out,All,ProtBERT,10,Linear,90/10,-0.42000814862603164,0.08305251532616802
Rg norm w/0.427,No regr out,All,ProtBERT,10,Ridge,90/10,-0.2721692448729278,0.07861036591135978
Rg norm w/0.427,No regr out,All,ProtBERT,10,Lasso,90/10,-0.10402659481215037,0.07323136669827608
Rg norm w/0.427,No regr out,All,ProtBERT,10,Kernel Ridge,90/10,-0.4792693911296342,0.08476781859588868
Rg norm w/0.427,No regr out,All,ProtBERT,10,GPR,90/10,-5.55534236396403,0.17844527830505236
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Linear,80/20,0.07770439768376225,0.10943646872342835
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Ridge,80/20,0.06458086950126518,0.1102123152298897
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Lasso,80/20,-0.0013185728397260288,0.11402842816510399
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,0.0954480482542337,0.10837865560708924
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,GPR,80/20,-0.30511944677926883,0.1301823576113041
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Linear,85/15,0.10470641147365578,0.09940654129666264
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Ridge,85/15,0.09818022217532152,0.099768192466215
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Lasso,85/15,-5.546044164628228e-05,0.10506166254030905
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Kernel Ridge,85/15,0.1258752702192324,0.09822429711758902
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,GPR,85/15,-0.864858394020598,0.14346803699232513
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Linear,90/10,0.11492910610635643,0.08942086738753569
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Ridge,90/10,0.10143461376912688,0.09009997931884592
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Lasso,90/10,-0.02686457964949085,0.0963177736810284
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Kernel Ridge,90/10,0.16397411100338188,0.08690799124335578
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,GPR,90/10,0.14839413294504045,0.08771405143795846
Rg norm w/0.427,No regr out,All,ProtBERT,20,Linear,80/20,-0.07894756713357598,0.1331859669402733
Rg norm w/0.427,No regr out,All,ProtBERT,20,Ridge,80/20,-0.03437942581177733,0.1304061984947833
Rg norm w/0.427,No regr out,All,ProtBERT,20,Lasso,80/20,-0.04526911451834348,0.13109084324291317
Rg norm w/0.427,No regr out,All,ProtBERT,20,Kernel Ridge,80/20,-0.03878885538466892,0.13068385552770045
Rg norm w/0.427,No regr out,All,ProtBERT,20,GPR,80/20,-1.8654861761978747,0.21704883386363338
Rg norm w/0.427,No regr out,All,ProtBERT,20,Linear,85/15,-0.36496094914581834,0.10891182148816278
Rg norm w/0.427,No regr out,All,ProtBERT,20,Ridge,85/15,-0.32475226785884015,0.10729568184145433
Rg norm w/0.427,No regr out,All,ProtBERT,20,Lasso,85/15,-0.3697260897081054,0.1091017639116871
Rg norm w/0.427,No regr out,All,ProtBERT,20,Kernel Ridge,85/15,-0.09042153993186619,0.09734465697004335
Rg norm w/0.427,No regr out,All,ProtBERT,20,GPR,85/15,-3.463109280397364,0.19693987980175442
Rg norm w/0.427,No regr out,All,ProtBERT,20,Linear,90/10,0.1968469312978397,0.062460654866930504
Rg norm w/0.427,No regr out,All,ProtBERT,20,Ridge,90/10,0.341967129815814,0.05653679246840634
Rg norm w/0.427,No regr out,All,ProtBERT,20,Lasso,90/10,0.22458429441067163,0.061372620646531
Rg norm w/0.427,No regr out,All,ProtBERT,20,Kernel Ridge,90/10,0.4066885971127032,0.05368447610860324
Rg norm w/0.427,No regr out,All,ProtBERT,20,GPR,90/10,-6.042882354358815,0.18496203232018119
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Linear,80/20,0.11261463537027705,0.1073453244096364
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Ridge,80/20,0.1286730576306474,0.10636961160936782
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Lasso,80/20,0.10169001522679855,0.108004068447283
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Kernel Ridge,80/20,0.19430831774908053,0.10228488047505964
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,GPR,80/20,0.074351326220082,0.10963522028835397
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Linear,85/15,0.06670530565833832,0.10149429347615202
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Ridge,85/15,0.0924139223017375,0.10008664668593463
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Lasso,85/15,0.0581192013048597,0.10196008713274254
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Kernel Ridge,85/15,0.09611880909909909,0.09988215429508635
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,GPR,85/15,-0.35074313213889585,0.12210082834523785
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Linear,90/10,0.2963445052109205,0.07973149189341007
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Ridge,90/10,0.2632934933096722,0.0815825172716751
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Lasso,90/10,0.16501525649123072,0.08685385891759616
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Kernel Ridge,90/10,0.33502561508895334,0.07750903091102997
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,GPR,90/10,0.4811338040189609,0.06846640700693199
Rg norm w/0.427,No regr out,All,ProtBERT,50,Linear,80/20,-1.187062404807905,0.18962207105059561
Rg norm w/0.427,No regr out,All,ProtBERT,50,Ridge,80/20,0.048719879915681386,0.125058296473223
Rg norm w/0.427,No regr out,All,ProtBERT,50,Lasso,80/20,-0.045289624853213084,0.13109212937289946
Rg norm w/0.427,No regr out,All,ProtBERT,50,Kernel Ridge,80/20,-0.03683771715039885,0.13056106728708877
Rg norm w/0.427,No regr out,All,ProtBERT,50,GPR,80/20,-1.5146754097594908,0.20332897227229785
Rg norm w/0.427,No regr out,All,ProtBERT,50,Linear,85/15,-1.7106050259368355,0.15347867023903164
Rg norm w/0.427,No regr out,All,ProtBERT,50,Ridge,85/15,-0.2798365648495753,0.10546106797960551
Rg norm w/0.427,No regr out,All,ProtBERT,50,Lasso,85/15,-0.26082187747473085,0.10467471235300502
Rg norm w/0.427,No regr out,All,ProtBERT,50,Kernel Ridge,85/15,-0.014399050872103247,0.09388999700852917
Rg norm w/0.427,No regr out,All,ProtBERT,50,GPR,85/15,-2.3809156093736115,0.17140838908714773
Rg norm w/0.427,No regr out,All,ProtBERT,50,Linear,90/10,-2.790565568367057,0.13569360431634359
Rg norm w/0.427,No regr out,All,ProtBERT,50,Ridge,90/10,-0.21287211846396747,0.07675644959460529
Rg norm w/0.427,No regr out,All,ProtBERT,50,Lasso,90/10,-0.10402659481215037,0.07323136669827608
Rg norm w/0.427,No regr out,All,ProtBERT,50,Kernel Ridge,90/10,0.4294214651032431,0.05264596448916806
Rg norm w/0.427,No regr out,All,ProtBERT,50,GPR,90/10,-2.840419610258348,0.1365830199526117
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Linear,80/20,0.32188813896072377,0.09383776867598376
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Ridge,80/20,0.25790833874453656,0.09816479810475638
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Lasso,80/20,0.033560594951372535,0.11202483594965222
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Kernel Ridge,80/20,0.15858077360757972,0.10452813882693729
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,GPR,80/20,0.49433481557448733,0.08103236763209228
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Linear,85/15,0.12983563050018387,0.09800153416213955
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Ridge,85/15,0.23603066204096512,0.09182695652017
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Lasso,85/15,0.14154128459776172,0.09734013254856316
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Kernel Ridge,85/15,0.1588925459183702,0.09635138618653857
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,GPR,85/15,0.29343417036067276,0.08830972686697927
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Linear,90/10,0.47121796986768993,0.069117527294988
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Ridge,90/10,0.4390619171109482,0.07118808522634477
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Lasso,90/10,0.31739086494088664,0.07853005411805912
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Kernel Ridge,90/10,0.5225160546207568,0.0656794089073219
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,GPR,90/10,0.5321475400179784,0.06501361385222455
Rg norm w/0.427,No regr out,All,ProtBERT,100,Linear,80/20,-100.04118733780153,1.2888652618272454
Rg norm w/0.427,No regr out,All,ProtBERT,100,Ridge,80/20,0.1344402214127347,0.11929076717377296
Rg norm w/0.427,No regr out,All,ProtBERT,100,Lasso,80/20,-0.0452895689893269,0.13109212586989144
Rg norm w/0.427,No regr out,All,ProtBERT,100,Kernel Ridge,80/20,-0.04031647350818779,0.1307799105076948
Rg norm w/0.427,No regr out,All,ProtBERT,100,GPR,80/20,-1.5616341849460813,0.20521866266939562
Rg norm w/0.427,No regr out,All,ProtBERT,100,Linear,85/15,-42.07800943391007,0.6118468403719
Rg norm w/0.427,No regr out,All,ProtBERT,100,Ridge,85/15,-0.06751669672484573,0.09631684458967765
Rg norm w/0.427,No regr out,All,ProtBERT,100,Lasso,85/15,-0.2608217865558897,0.1046747085789177
Rg norm w/0.427,No regr out,All,ProtBERT,100,Kernel Ridge,85/15,-0.011658322891124229,0.0937630740830976
Rg norm w/0.427,No regr out,All,ProtBERT,100,GPR,85/15,-2.784325097370827,0.1813464787154515
Rg norm w/0.427,No regr out,All,ProtBERT,100,Linear,90/10,-18.126633378622277,0.304808194471219
Rg norm w/0.427,No regr out,All,ProtBERT,100,Ridge,90/10,0.09228508707868655,0.06640214474519288
Rg norm w/0.427,No regr out,All,ProtBERT,100,Lasso,90/10,-0.10402659481215037,0.07323136669827608
Rg norm w/0.427,No regr out,All,ProtBERT,100,Kernel Ridge,90/10,0.42866266103736406,0.05268095940812489
