Normalization,Regressing out,Points,Model,PCA Components,Regression Type,RMSE Score
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,10,Linear,1.8702866000224836
Rg w/no norm,expr pH only regr out,All,ProtBERT,20,Lasso,1.8742443852603066
Rg w/no norm,expr buffer only regr out,All,ProtBERT,10,Lasso,1.8742807024169903
Rg w/no norm,expr buffer only regr out,All,ProtBERT,100,Lasso,1.8744873168402023
Rg w/no norm,expr pH only regr out,All,ProtBERT,10,Kernel Ridge,1.8746207921667382
Rg w/no norm,expr buffer only regr out,All,ProtBERT,190,Lasso,1.880009189426004
Rg w/no norm,expr pH only regr out,All,ProtBERT,20,Ridge,1.8899733769189042
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,Linear,1.8903230177858719
Rg w/no norm,expr pH only regr out,All,ProtBERT,10,Ridge,1.9049001475534704
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,100,Linear,1.9191258016709145
Rg w/no norm,No regr out,All,ProtBERT,100,GPR,1.9263132699469945
Rg w/no norm,expr pH only regr out,All,ProtBERT,10,Lasso,1.9471710377264222
Rg w/no norm,expr pH only regr out,All,ProtBERT,10,Linear,1.9540263047594328
Rg w/no norm,expr pH only regr out,All,ProtBERT,190,GPR,1.96366546916762
Rg w/no norm,expr buffer only regr out,All,ProtBERT,20,Linear,1.9840985970620213
Rg w/no norm,No regr out,All,ProtBERT,20,GPR,1.9883553452544689
Rg w/no norm,expr pH only regr out,All,ProtBERT,100,GPR,1.998357834643117
Rg w/no norm,expr buffer only regr out,All,ProtBERT,190,GPR,1.9999834658626088
Rg w/no norm,No regr out,All,ProtBERT,50,GPR,2.0067274600086713
Rg w/no norm,expr pH only regr out,All,ProtBERT,50,GPR,2.007895941179568
Rg w/no norm,expr buffer only regr out,All,ProtBERT,100,GPR,2.014082238424416
Rg w/no norm,expr pH only regr out,All,ProtBERT,20,Linear,2.0377347021576098
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,190,GPR,2.04926363943957
Rg w/no norm,expr buffer only regr out,All,ProtBERT,50,GPR,2.051280694124638
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,20,GPR,2.0517348293502624
Rg w/no norm,expr pH only regr out,All,ProtBERT,20,GPR,2.0618864848593703
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,100,GPR,2.0680132126963726
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,190,GPR,2.0739906414923217
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,50,GPR,2.081608445041798
Rg w/no norm,No regr out,All,ProtBERT,10,GPR,2.1097116247897656
Rg w/no norm,expr buffer only regr out,All,ProtBERT,10,GPR,2.1101278414059443
Rg w/no norm,expr pH only regr out,All,ProtBERT,10,GPR,2.1117647302005733
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,10,GPR,2.1133518545369214
Rg w/no norm,expr buffer only regr out,All,ProtBERT,20,GPR,2.113483002056418
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,50,Linear,2.162159172495756
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,100,GPR,2.1816457176585744
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,20,GPR,2.181916096793641
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,50,GPR,2.185155930616655
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,10,GPR,2.18647880023418
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,50,Linear,2.319710209526349
Rg norm w/0.421,buffer regr out,All,ProtBERT,100,Linear,2.399948695351442
Rg norm w/0.421,pH regr out,All,ProtBERT,100,Linear,2.446785827435276
Rg norm w/0.421,No regr out,All,ProtBERT,100,Linear,2.446851234806512
Rg w/no norm,pH regr out,All,ProtBERT,50,Linear,2.52228472530875
Rg w/no norm,No regr out,All,ProtBERT,50,Linear,2.5223193077373636
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,100,Linear,2.553381696006379
Rg w/no norm,buffer regr out,All,ProtBERT,50,Linear,2.5595879432194817
Rg norm w/0.406,buffer regr out,All,ProtBERT,100,Linear,2.5730140350594315
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,100,Linear,2.6025065098854006
Rg norm w/0.406,pH regr out,All,ProtBERT,100,Linear,2.6245461489522097
Rg norm w/0.5,No regr out,All,ProtBERT,100,Linear,2.6246155504991138
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,100,Linear,2.6473393760238206
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,100,Linear,2.703841751157587
Rg w/no norm,expr buffer only regr out,All,ProtBERT,50,Linear,3.1097417116342396
Rg w/no norm,buffer regr out,All,ProtBERT,190,Linear,3.1229923131596973
Rg w/no norm,pH regr out,All,ProtBERT,190,Linear,3.2438282326533856
Rg w/no norm,No regr out,All,ProtBERT,190,Linear,3.2438338904615467
Rg w/no norm,expr pH only regr out,All,ProtBERT,50,Linear,3.258597475232348
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,190,Linear,3.626773676597534
Rg w/no norm,expr buffer only regr out,All,ProtBERT,190,Linear,3.8714816951535616
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,190,Linear,3.8932693916481775
Rg w/no norm,expr pH only regr out,All,ProtBERT,190,Linear,3.95674630377542
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Linear,4.1389893872728
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Linear,4.138991985008503
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,Linear,4.785669180015737
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,100,Linear,7.190824672777509
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,100,Linear,7.2639792438671975
Rg w/no norm,buffer regr out,All,ProtBERT,100,Linear,17.50678461307158
Rg w/no norm,pH regr out,All,ProtBERT,100,Linear,18.096050777226125
Rg w/no norm,No regr out,All,ProtBERT,100,Linear,18.096451069634725
Rg w/no norm,expr buffer only regr out,All,ProtBERT,100,Linear,19.16418796289784
Rg w/no norm,expr pH only regr out,All,ProtBERT,100,Linear,19.661598419994185
