Normalization,Regressing out,Points,Model,PCA Components,LayerGroup,Regression Type,mean_rmse,std_rmse,mean_r2,std_r2,runs
Rg w/no norm,pH regr out,Inliers,ProtBERT,20,low,Lasso,0.9963021221141233,0.16701575479704103,0.5693208907882541,0.14877084874491017,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,10,low,Linear,0.9963083362364462,0.15558918571623612,0.570161922557001,0.13574358912321657,4
Rg w/no norm,No regr out,Inliers,ProtBERT,10,low,Linear,0.9963106754222871,0.15558399013520322,0.5701634993506399,0.1357476551606437,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,20,low,Linear,1.0025902895868688,0.16843348455906604,0.5568052001871173,0.17803058886680326,4
Rg w/no norm,No regr out,Inliers,ProtBERT,20,low,Linear,1.0025970428171809,0.16842395899973708,0.5568038385322639,0.17802939097599618,4
Rg w/no norm,No regr out,Inliers,ProtBERT,50,low,Linear,1.004413259134928,0.12380349972432499,0.5551070576185201,0.14376512238159866,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,low,Linear,1.0044229973814989,0.12380451578182106,0.5550983403166296,0.1437491580939632,4
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,100,high,Linear,1.012188050203616,0.5106398536569394,-33.853439531981074,36.22625691947257,4
Rg w/no norm,No regr out,Inliers,ProtBERT,10,mid,Kernel Ridge,1.0134692817681719,0.17252225057216278,0.5373086832013422,0.21933416697435906,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,high,Linear,1.0156605285031617,0.5066267939700799,-48.45684833942182,56.64563927751482,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,100,low,Linear,1.0327615237155865,0.37533813946350725,-7.074481530761049,5.449561628586881,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,mid,Kernel Ridge,1.033705354214648,0.16859940882204438,0.5075393416902677,0.07974189694779234,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,mid,Ridge,1.034338239033903,0.16024672885161861,0.5033912489450919,0.09364025530523819,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,mid,Linear,1.0360829777168623,0.3979941412718585,0.31933724799727753,0.7646888524263789,4
Rg w/no norm,No regr out,Inliers,ProtBERT,50,mid,Linear,1.0360929795291431,0.3980214492749072,0.3193112183084953,0.764759011215026,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,10,mid,Kernel Ridge,1.037394259733701,0.1263474484946778,0.5415320491605925,0.087006811557968,4
Rg w/no norm,No regr out,Inliers,ProtBERT,20,low,GPR,1.0390359711963566,0.16993437461745103,0.5338089000634003,0.13238575812441025,4
Rg w/no norm,No regr out,Inliers,ProtBERT,190,high,Linear,1.0412986352868476,0.1552734664777419,0.4971100371649553,0.23445998144419258,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,high,Linear,1.0413113999063517,0.15528161445972566,0.49710544619582375,0.23444186699700498,4
Rg w/no norm,No regr out,Inliers,ProtBERT,20,mid,Lasso,1.0429270815636904,0.2101196437204348,0.5348488574887356,0.14848066079398667,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,20,mid,Lasso,1.042940059469051,0.2101162772930943,0.5348323602933912,0.14848116097838618,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,low,Linear,1.0455338121322097,0.3965913278170951,-12.357373291417893,13.981930641846448,4
Rg w/no norm,No regr out,Inliers,ProtBERT,190,high,GPR,1.0458774967058113,0.7259583407487399,0.44043957311198884,0.8476072690386793,4
Rg w/no norm,No regr out,Inliers,ProtBERT,20,mid,Ridge,1.0493210321641553,0.2080423256244905,0.5330591628407845,0.13082114230528885,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,20,mid,Ridge,1.0493292320082546,0.20803635994536707,0.5330472839673813,0.13081616052463024,4
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,low,Linear,1.0530147289071128,0.38266375243894696,-8.75568040345208,7.61361989079781,4
Rg w/no norm,No regr out,Inliers,ProtBERT,20,mid,Linear,1.0530810534777797,0.19276122167529822,0.5157970577028971,0.18525363644320814,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,20,mid,Linear,1.053090324626045,0.1927506843982916,0.515785102432213,0.185245302788675,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,mid,Ridge,1.054501557587898,0.16329839316874714,0.4827867448812186,0.10130540874978113,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,high,Linear,1.0625501082766533,0.5305323402716168,-48.32177959403006,56.56876416489821,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,10,mid,GPR,1.0640730250824186,0.1642927893852957,0.5230369887009628,0.08033173560877446,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,mid,Kernel Ridge,1.064534133085821,0.18654067936286997,0.47654253250360123,0.10240113261327105,4
Rg norm w/0.427,pH regr out,All,ProtBERT,100,low,Linear,1.0710753782049927,0.45478416596852017,-12.361957719612425,12.486904212866742,4
Rg norm w/0.427,No regr out,All,ProtBERT,100,low,Linear,1.0710822898221382,0.4547998346650264,-12.361874446594273,12.487179901721156,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,100,low,Linear,1.0835971672232356,0.4220337956843742,-7.18734656803909,5.314638655242017,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,low,Kernel Ridge,1.0855387304003001,0.19436779070321583,0.46162645683842135,0.07642724445196596,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,mid,Kernel Ridge,1.0892663274173158,0.17340441715191474,0.45217399060508073,0.09050541414449852,4
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,low,Linear,1.0920581804006384,0.41376430505093964,-12.313622118578849,13.923188914312405,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,mid,Ridge,1.0934125678094357,0.15492211217670285,0.44710670878097325,0.08303313153264237,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,low,Kernel Ridge,1.0959716234703423,0.195693629388993,0.45154628651717227,0.07464778387789682,4
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,100,low,Linear,1.1035913172626997,0.4361570098263117,-8.774065728111978,6.89277731055419,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,low,Kernel Ridge,1.1182499749135428,0.19059474703369272,0.4291909547287603,0.06281359523772934,4
Rg norm w/0.418,pH regr out,All,ProtBERT,100,low,Linear,1.1197888398278188,0.4752642311968095,-12.245656982849804,12.29823915344068,4
Rg norm w/0.5,No regr out,All,ProtBERT,100,low,Linear,1.1197960891164562,0.47528037526853406,-12.245559752436323,12.298473710209231,4
Rg w/no norm,No regr out,Inliers,ProtBERT,20,high,Ridge,1.1226191266343475,0.19061509197301627,0.4613415642080803,0.153903993052025,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,20,high,Ridge,1.1226315195409138,0.19061602568790958,0.46132346982067113,0.15390653041168922,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,high,Kernel Ridge,1.1346579735031372,0.18894393587431255,0.4074492218465878,0.09438866592053144,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,low,Ridge,1.1358616192091562,0.19324721099405687,0.41007669479409037,0.0722227627091262,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,low,Ridge,1.1398339321916258,0.19191743736224812,0.4034037579283816,0.08940135561010068,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,high,Kernel Ridge,1.1405153679393958,0.1891817572466015,0.4004124119021264,0.10202753595104411,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,mid,Lasso,1.141326499589701,0.1481216017598912,0.39690590288178246,0.0876491348664439,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,low,Ridge,1.1432369322650935,0.19217769227872109,0.40200295167748695,0.07761196442329077,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,high,Kernel Ridge,1.150751444028316,0.20701593453157946,0.39105881679502025,0.10809713838951844,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,high,Ridge,1.152862067194352,0.18412888581360917,0.38572747181766914,0.10517811347765813,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,high,Ridge,1.1665345074178557,0.18742025128275178,0.3683692450882711,0.12915770343006705,4
Rg w/no norm,No regr out,Inliers,ProtBERT,10,high,Linear,1.1705679129636244,0.15112876485023297,0.41693134055680453,0.1191744258896012,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,10,high,Linear,1.1705828083755438,0.15113548070937002,0.4169089179410263,0.11918647996786555,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,low,GPR,1.1707474789915,0.17804871910520711,0.36380489525436605,0.11657344703557071,4
Rg w/no norm,No regr out,Inliers,ProtBERT,20,high,Lasso,1.1723624414797917,0.19498675298279058,0.40282967645290646,0.21724676530020787,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,20,high,Lasso,1.1723755114927135,0.19499134137569396,0.4028079692994768,0.2172613178563996,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,mid,Kernel Ridge,1.1732375481900996,0.14920043891515655,0.3624077162234574,0.08014703893603674,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,mid,Lasso,1.1761655667108812,0.15610761709315107,0.3432386336848703,0.19470897650832408,4
Rg w/no norm,No regr out,Inliers,ProtBERT,10,high,Lasso,1.1764288348607412,0.1564683415118964,0.4125143289047471,0.11506879891989304,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,10,high,Lasso,1.1764434246732476,0.15647533963592314,0.412492052280246,0.11508146453761844,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,high,Lasso,1.177221792020846,0.2015327515878075,0.35957914033659916,0.12508971722123902,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,high,Lasso,1.1773144393548594,0.2015643913576416,0.35946131023488953,0.1252421562037642,4
Rg w/no norm,No regr out,Inliers,ProtBERT,10,high,Ridge,1.1805252107719564,0.16483154191923985,0.4105351531166448,0.10891805755702835,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,10,high,Ridge,1.1805392820504914,0.1648379167386394,0.41051316518346653,0.10893171795099045,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,mid,Lasso,1.1821577365060412,0.14751055841331273,0.33916842391002744,0.16942338816318037,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,high,Lasso,1.183524426210551,0.21913958401153577,0.3542479555716193,0.13168470333600993,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,high,Kernel Ridge,1.1870029162447795,0.21329447223782577,0.3538462916429476,0.10637815268364008,4
Rg w/no norm,No regr out,Inliers,ProtBERT,20,high,Linear,1.1906332383965121,0.1763850915794271,0.3461483173655946,0.36459625875461205,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,20,high,Linear,1.1906481261642865,0.1763861952031359,0.3461255444589248,0.3646027398272203,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,low,Lasso,1.1951899573929838,0.23105984779373398,0.34467049982485176,0.1333645349524165,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,high,Ridge,1.2074242549415308,0.21248352222423975,0.328514703580699,0.12021648662235519,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,low,Lasso,1.2083421078341388,0.20476855937474292,0.32932704247560324,0.11160076729915322,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,low,GPR,1.2116705015413418,0.17141133029962796,0.3196453747456572,0.10687417134027517,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,low,Kernel Ridge,1.2127119386276723,0.13459460520308983,0.31450956411392245,0.11146022778860004,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,high,Linear,1.2133515503805679,0.42984574438802714,0.2134832321005302,0.8761001831910837,4
Rg w/no norm,No regr out,Inliers,ProtBERT,50,high,Linear,1.213396236219489,0.429769995719702,0.21347708693538883,0.8759543992589269,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,low,Kernel Ridge,1.2139995522614415,0.1435155972265296,0.3191756214104569,0.060228263316429706,4
Rg w/no norm,No regr out,Inliers,ProtBERT,10,mid,Ridge,1.2178763359164126,0.2140495911128088,0.3798716789667447,0.10690703689570663,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,10,mid,Ridge,1.217882359499687,0.214055074255506,0.3798568476235839,0.10692166249895185,4
Rg w/no norm,No regr out,Inliers,ProtBERT,10,mid,Lasso,1.2192414320363245,0.20784833130109706,0.37520553501982884,0.12204980360809779,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,10,mid,Lasso,1.2192469278583697,0.20785556897890567,0.37519172068908985,0.12206103023383993,4
Rg w/no norm,No regr out,Inliers,ProtBERT,10,mid,Linear,1.220657238061911,0.19939689864643392,0.3675248370116044,0.1531832190071295,4
Rg w/no norm,pH regr out,Inliers,ProtBERT,10,mid,Linear,1.2206635886584358,0.19940424305688167,0.3675092149432713,0.15319834201095953,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,low,Ridge,1.2222202733206553,0.20741280857451092,0.30657962781140813,0.1566597286081859,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,high,Kernel Ridge,1.2233582671751002,0.20467801017787296,0.31495636746539013,0.0842458400451619,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,low,Lasso,1.2274395722825888,0.21298495190288222,0.301335475612626,0.1576478092715646,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,low,Linear,1.229241225537928,0.20240809042315167,0.2950500373073419,0.170215135091288,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,low,Lasso,1.2336884095113516,0.2090446920412352,0.2985200554588958,0.13016113543966987,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,low,Lasso,1.236182223413848,0.18108105947598702,0.2950886017292714,0.09876899974102211,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,low,Ridge,1.2382154146742672,0.1725596661582454,0.29061006957473506,0.10953198690442882,4
Rg w/no norm,No regr out,Inliers,ProtBERT,10,mid,GPR,1.2417566907689908,0.09545765434965094,0.31847045470534424,0.22522685523827254,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,mid,Ridge,1.243299784374664,0.19095177857723886,0.2917735402671506,0.07086848712205773,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,low,GPR,1.250246826551778,0.14740237020340916,0.276743712015707,0.08031461655712567,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,mid,Kernel Ridge,1.2534021606802705,0.23806159921259681,0.2817090443937017,0.1209587295442756,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,mid,Linear,1.2625519262831655,0.18209213263754354,0.26700719383207533,0.08204363060248766,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,mid,Lasso,1.2629331265020498,0.1784800422599236,0.2678144265941982,0.05894440583852081,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,low,GPR,1.2654098484784813,0.17218470978203804,0.26275051133772115,0.0753641465486828,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,low,Linear,1.2665357724154933,0.1671261706375446,0.2552092133840339,0.1264243581197033,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,mid,Linear,1.287520662979395,0.19496017581226213,0.19704227671349625,0.32152032365867667,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,low,Linear,1.2875222557876989,0.12837985151022224,0.22282537310767356,0.13939820208638135,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,low,GPR,1.288462863521198,0.2134213400272892,0.23587206590377555,0.12870302834767297,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,high,GPR,1.2926141847185084,0.2041473899381944,0.23604138686946155,0.06479447739143777,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,mid,Linear,1.2957645152447255,0.24348868046450067,0.16351561751260876,0.45735018448900977,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,high,Ridge,1.2975418253372475,0.18203482114089353,0.22409847310262998,0.09766011369549435,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,high,Lasso,1.2979506686628801,0.1858610774556633,0.22379462329679078,0.10145023457590854,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,high,Linear,1.2997621025024293,0.17161099802281565,0.2195959694158709,0.09870752951417168,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,mid,GPR,1.302077314030802,0.20603612057045823,0.22374852844905876,0.07948349410584798,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,20,high,Kernel Ridge,1.3080076719252178,0.20207990057094868,0.5493155023032362,0.1559505189404472,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,high,Ridge,1.3131153599639664,0.19152872831956827,0.20451188631141307,0.10630304072612008,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,mid,Linear,1.32026358013856,0.1621741329345454,0.1925816461979811,0.10957519468322895,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,high,Lasso,1.3228080426666458,0.17723595360298822,0.1901971028365452,0.1112090633873842,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,mid,Ridge,1.3236940715628338,0.17280088484131798,0.19179441843641207,0.0901075484591169,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,mid,Lasso,1.3247774161947798,0.1624706886972949,0.1898529700457501,0.07968592777694211,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,mid,GPR,1.3320301114639561,0.21558786556828893,0.18559583970246976,0.10950524706909177,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,mid,GPR,1.337452741100851,0.21800795326088765,0.17835331290980103,0.11775822962715327,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,mid,GPR,1.3382211067779155,0.21851393348474166,0.17731196724587417,0.11922912567531017,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,mid,GPR,1.3388440639777752,0.21853716743513243,0.1763455875003348,0.12106461072256512,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,high,GPR,1.3389180945699992,0.22095686704401632,0.17692038557727616,0.11872076519572712,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,low,Linear,1.3399998341465962,0.21508033917348926,0.167757873779697,0.1587758465195805,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,20,high,Kernel Ridge,1.3444152456693257,0.14571985606034318,0.6273398310173676,0.09827006748314218,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,high,GPR,1.3455918308798402,0.21731130761422734,0.16752513659243617,0.12291767878646422,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,high,GPR,1.3461347910254247,0.21751509249715928,0.16694983789225268,0.12218363673841566,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,50,high,Kernel Ridge,1.3472371335498803,0.1527101813987523,0.6270284189949086,0.09942193255288159,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,high,GPR,1.3478907685965635,0.21818285115074815,0.16461672050628962,0.1243688810239331,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,100,high,Ridge,1.355435150780954,0.2036233828266914,0.6175128088489081,0.13131749847560314,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,50,high,Kernel Ridge,1.3573102086055726,0.16951572193198647,0.5258191751884701,0.11715413776053095,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,190,high,Ridge,1.3600729735414587,0.19993184232154665,0.6162664837593996,0.12625128296897112,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,100,low,Lasso,1.3702028641660693,0.08957569795991713,0.5253088369301898,0.046075600814909544,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,100,high,Kernel Ridge,1.3748390446299654,0.17375505990496562,0.6115950873368886,0.11321702511247277,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,190,high,Kernel Ridge,1.3782589491707034,0.1694192943559066,0.5111843957317125,0.11880245945408935,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,190,high,Kernel Ridge,1.3843762389527356,0.15463899164251804,0.60779587603828,0.09933497990059974,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,190,low,Lasso,1.3875163252544997,0.10020034390914058,0.512703330612878,0.05735686278212437,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,high,Linear,1.391133250430938,0.21124892690849412,0.09328447680694008,0.20206555175845792,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,100,high,Ridge,1.4004002712180608,0.17248717097444166,0.49471697139791865,0.1322075363018215,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,190,high,Ridge,1.4005585386449082,0.15787942158510773,0.49614569285275684,0.12272976223018749,4
Rg w/no norm,No regr out,Inliers,ProtBERT,10,low,GPR,1.4071455366206091,0.17186873222211155,0.1463025933441317,0.22974833366920638,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,100,high,Kernel Ridge,1.4080508944259584,0.19791681261304708,0.4892512140928842,0.13428633506466212,4
Rg w/no norm,pH regr out,All,ProtBERT,20,high,GPR,1.4141526593742781,0.2216717192323672,0.8073390293695515,0.1086596896789992,4
Rg w/no norm,pH regr out,All,ProtBERT,10,high,GPR,1.4152699157473012,0.22605311417744062,0.807809635819973,0.10733709747486375,4
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,high,Linear,1.4166773630775562,0.13506761991572502,0.025745227961177678,0.3247495705140964,4
Rg w/no norm,pH regr out,All,ProtBERT,50,high,GPR,1.428847937009419,0.22029807071319804,0.8031272469923495,0.11120750068202112,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,100,low,Lasso,1.4300019123231593,0.1435083517043702,0.581323873133828,0.10010081110797683,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,190,low,Lasso,1.433722639591145,0.13397348823468105,0.5800585515628449,0.09287037234210502,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,190,low,Ridge,1.434022531363641,0.17267558202513447,0.47785142955858556,0.11009209805532169,4
Rg w/no norm,pH regr out,All,ProtBERT,50,high,Kernel Ridge,1.4483497299867956,0.22172554896726193,0.8014260657263618,0.10636112647972286,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,190,low,Kernel Ridge,1.448874308952817,0.18974045040759882,0.46528587852472203,0.1276247186601499,4
Rg w/no norm,pH regr out,All,ProtBERT,100,high,GPR,1.4511923307519015,0.22106427878996798,0.7975223254836495,0.11349183989510778,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,100,low,Ridge,1.4533557039035727,0.15808878478686758,0.46317414982055255,0.1084722524713517,4
Rg w/no norm,pH regr out,All,ProtBERT,20,high,Kernel Ridge,1.4564710745392428,0.27811775615467965,0.8036909852991827,0.10049856454888638,4
Rg w/no norm,pH regr out,All,ProtBERT,190,high,GPR,1.4609633640295823,0.22624694103369047,0.7949492986294713,0.11496293386107947,4
Rg w/no norm,pH regr out,All,ProtBERT,10,high,Kernel Ridge,1.4678296013632213,0.2737182852739339,0.8017000759321995,0.0992937243091654,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,50,low,Lasso,1.4694641809121423,0.13248639072474955,0.4552134743302367,0.06086913461789432,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,100,low,Kernel Ridge,1.473719936546866,0.18211976939175314,0.45315964337745696,0.08373248855806557,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,10,high,Kernel Ridge,1.4750948231581693,0.20538349719499696,0.42838654659540976,0.19096632184241624,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,100,mid,Ridge,1.47539285080543,0.17378703564606962,0.44710390982060355,0.11231641215178376,4
Rg w/no norm,pH regr out,All,ProtBERT,50,mid,GPR,1.478569032458492,0.23199592835437166,0.7893473417886899,0.11955722028829843,4
Rg w/no norm,pH regr out,All,ProtBERT,100,high,Kernel Ridge,1.4796421461913913,0.22677803947452338,0.7924252224298964,0.1123241444435715,4
Rg w/no norm,pH regr out,All,ProtBERT,20,mid,GPR,1.4801084738423118,0.2307999357519626,0.7889444766717598,0.11975095864746974,4
Rg w/no norm,pH regr out,All,ProtBERT,100,mid,GPR,1.4802818282986472,0.23493855245415157,0.7895937749619709,0.1183250246273369,4
Rg w/no norm,pH regr out,All,ProtBERT,190,high,Kernel Ridge,1.4827685436091873,0.22091632360280425,0.791244326914034,0.1133947973568947,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,100,low,Kernel Ridge,1.4829943849545806,0.17868051789613018,0.5508336686705123,0.10838514518465142,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,50,low,Ridge,1.4835195074008538,0.11367083379152436,0.44504219195473677,0.04602458461710347,4
Rg w/no norm,pH regr out,All,ProtBERT,100,mid,Kernel Ridge,1.4898036926229266,0.26232371062498094,0.7929225621566256,0.10767322719950674,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,190,mid,Ridge,1.4899484076013818,0.14313593331682467,0.4362000295753223,0.09646535578377513,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,190,mid,Ridge,1.492805889855757,0.1967966469348513,0.5369049680645192,0.1556167002732239,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,100,mid,Kernel Ridge,1.4941703225800396,0.16170274640323246,0.4336585802304836,0.10073643484939217,4
Rg w/no norm,pH regr out,All,ProtBERT,50,mid,Kernel Ridge,1.4943984439030764,0.26731088095389105,0.7949443210856333,0.1008055999949498,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,190,high,Lasso,1.4947720452648567,0.11932654826556074,0.43281796431416203,0.08445050847292633,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,10,high,Kernel Ridge,1.495562662801383,0.16391036433633346,0.5359328755558075,0.13021667876855156,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,100,mid,Kernel Ridge,1.495729137584246,0.1753017840782504,0.5404325375518896,0.12745322304310483,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,190,mid,Kernel Ridge,1.4960282645662029,0.16571663977464038,0.5418903142224419,0.11697280517887136,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,100,high,Lasso,1.4961526298604884,0.12077160134989132,0.4317024660309219,0.08565732450062931,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,190,low,Kernel Ridge,1.4993604767536495,0.2057013365529661,0.5397445489649845,0.12375140643343929,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,100,high,Lasso,1.5018811107868395,0.14019890554535103,0.5408418792834581,0.08984120239724368,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,190,high,Lasso,1.5018836523123913,0.1401985490238666,0.5408404726795172,0.08984056617381535,4
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,50,low,Kernel Ridge,1.5033189444787773,0.1902203726838378,0.4319333281671789,0.08275944813296483,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,100,mid,Ridge,1.5054597835237624,0.21057508126811292,0.5287903841291991,0.1668099219505814,4
Rg w/no norm,pH regr out,All,ProtBERT,190,mid,GPR,1.5080426146115633,0.2415679377203165,0.7829705632169875,0.12009489054022417,4
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,190,low,Ridge,1.5116376781242267,0.17508139004222925,0.5319956774844189,0.1178770028441685,4
Rg w/no norm,pH regr out,All,ProtBERT,10,mid,Kernel Ridge,1.5149195725571074,0.22219208273283686,0.7808636313601821,0.12160389957198421,4
Rg w/no norm,pH regr out,All,ProtBERT,10,mid,GPR,1.515484911722617,0.23725987262883158,0.77988639715273,0.123268152128447,4
