Normalization,Regressing out,Points,Model,LayerGroup,PCA Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Lasso,80/20,0.2896927567909521,1.544498324211139
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.37478371808796596,1.4490369482716754
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,GPR,80/20,0.036788241746199324,1.7985611473957142
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Linear,85/15,0.4363846959377232,1.3889173682929847
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Ridge,85/15,0.4088997021149098,1.422379908965796
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Lasso,85/15,0.4304328848353448,1.3962316342041203
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,0.48922873960919366,1.3222033299069058
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,GPR,85/15,0.4100195320776142,1.4210319323565692
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Linear,90/10,0.5329133224025102,1.2491634377923941
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.5042022288218255,1.2869829965120887
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.5076960506480648,1.2824403794188841
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,90/10,0.5557461756431159,1.218249134741197
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,GPR,90/10,0.18648211273260784,1.648557415629647
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Linear,80/20,-0.07994719611889534,0.11691536315387019
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Ridge,80/20,0.07688564281979704,0.1080931256380111
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Lasso,80/20,-0.22269096214151807,0.12440237548440113
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Kernel Ridge,80/20,0.11429821899708414,0.10588003625597182
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,GPR,80/20,-2.23387527737072,0.20231680382698367
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Linear,85/15,-0.21268626223655418,0.1218927615354342
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Ridge,85/15,-0.09307208314720383,0.11572523963077162
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Lasso,85/15,0.10121133346930045,0.10493792711730768
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.08963260134158435,0.10561170058295832
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,GPR,85/15,-2.740980798214452,0.21409002207479916
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Linear,90/10,-0.16453345762818206,0.11017765877916505
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Ridge,90/10,-0.05057787196966146,0.1046481798136084
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Lasso,90/10,-0.09223365529817174,0.10670268098566811
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Kernel Ridge,90/10,0.05662535322632123,0.09916528274762969
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,GPR,90/10,-4.659753746136143,0.24289374003469433
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,10,Linear,80/20,0.16538623668149166,0.09764078445647366
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,10,Ridge,80/20,0.1545882620017318,0.09827037776176462
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,10,Lasso,80/20,0.14157837537633255,0.0990236233715803
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.2259633720912242,0.09403060814858205
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,10,GPR,80/20,-0.2602431371768401,0.11998187909847857
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,10,Linear,85/15,0.26326828561129756,0.09177313631474099
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,10,Ridge,85/15,0.2613957593278161,0.09188969065211702
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,10,Lasso,85/15,0.24171322891407943,0.09310599181123654
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,0.1991367485812735,0.09568416560907543
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,10,GPR,85/15,-0.08795358558741673,0.11152341893684845
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,10,Linear,90/10,0.196781403073645,0.08991768816582703
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.2324572281070032,0.08789811223567706
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.19374716173122275,0.09008736475864615
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,90/10,-0.11794968871080802,0.10608143465108609
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,10,GPR,90/10,-0.880741012017505,0.13759186340991664
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,Linear,80/20,-0.06333405607032705,0.12615069642363194
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,Ridge,80/20,0.08947034957070332,0.11673520142065764
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,Lasso,80/20,-0.20632414260107756,0.13436519924054163
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,Kernel Ridge,80/20,0.11513992283801422,0.11507794323852757
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,GPR,80/20,-2.1660140889437445,0.2176763327868459
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,Linear,85/15,-0.17955882498343745,0.13173478132321573
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,Ridge,85/15,-0.06859316301994944,0.12538536495346916
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,Lasso,85/15,0.1016203941359819,0.11496631070941048
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.08786954008663883,0.11584282295352474
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,GPR,85/15,-2.602696494657723,0.2302260653304182
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,Linear,90/10,-0.1630976025526547,0.11901913434254346
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,Ridge,90/10,-0.051440161163601505,0.11316209723973925
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,Lasso,90/10,-0.10473595374162459,0.11599464795125637
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,Kernel Ridge,90/10,0.05086858813017303,0.10751569839330193
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,GPR,90/10,-4.606816308496048,0.261316522953181
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Linear,80/20,0.1586336371730669,0.05920302854240913
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Ridge,80/20,0.16806931847407858,0.05887012009045103
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Lasso,80/20,0.14700580253412576,0.05961072303060973
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.1462183513709594,0.05963823183717882
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,GPR,80/20,-0.3074320952113889,0.07380077492623059
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Linear,85/15,0.23552151984867986,0.05699220881585973
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Ridge,85/15,0.2621643278520436,0.05599028534443588
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Lasso,85/15,0.1991918434414104,0.0583306882391121
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,0.12472117150473383,0.060982618527089194
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,GPR,85/15,-0.19533365644841805,0.07126518725775523
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Linear,90/10,0.06760801944014905,0.057130418814662416
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.14515392017383277,0.05470312103156448
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.04441333412353732,0.05783665714564387
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,90/10,-0.38388261038115945,0.06960136694960745
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,GPR,90/10,-1.2061510523780914,0.08787913336806132
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,Linear,80/20,-0.16707531700189748,0.07904457563075577
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,Ridge,80/20,0.010020643129447837,0.07280072419339971
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,Lasso,80/20,-0.3226995629554219,0.08414982849422215
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,Kernel Ridge,80/20,0.10649296008472087,0.06916264910124051
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,GPR,80/20,-2.518949634435268,0.13725531019808784
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,Linear,85/15,-0.3999161137191398,0.0816404693889714
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,Ridge,85/15,-0.2294040811250937,0.07650711262049181
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,Lasso,85/15,0.04476875942587599,0.06743863099265243
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.10222186018028068,0.06537910935591057
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,GPR,85/15,-3.451278734114748,0.14557837987038413
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,Linear,90/10,-0.17005463161930456,0.07401579787594091
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,Ridge,90/10,-0.04340730871968734,0.06989535134551549
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,Lasso,90/10,-0.44619328141091885,0.08228762444031837
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,Kernel Ridge,90/10,0.08992212643117903,0.06527706703398395
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,GPR,90/10,-4.807241009639125,0.16489454179655266
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,Linear,80/20,0.17000488705675332,0.10745673937552351
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,Ridge,80/20,0.15664929712475129,0.10831784133249435
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,Lasso,80/20,0.14271317312963616,0.10920913467139585
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.22975519679271872,0.1035166667419585
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,GPR,80/20,-0.24510543943412366,0.1316130507219144
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,Linear,85/15,0.27174155157659385,0.10062812254279542
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,Ridge,85/15,0.26575638776217014,0.10104078058539262
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,Lasso,85/15,0.2545188342467365,0.1018110560015156
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,0.21876388338472907,0.10422400566373682
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,GPR,85/15,-0.06080126955249665,0.12144890950738801
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,Linear,90/10,0.22028000540764392,0.0981567841604523
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.24963260032760992,0.09629150279515813
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.21907074366358947,0.09823286997255122
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,90/10,-0.0681903347437871,0.11488816897529151
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,GPR,90/10,-0.8141187731681772,0.14972138803677415
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Linear,80/20,0.22536176496536497,1.358897737215496
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Ridge,80/20,0.30566024155006044,1.2865401017431033
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Lasso,80/20,0.26048623599718024,1.3277320586451307
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Kernel Ridge,80/20,0.6302409930874558,0.9388510399399027
Rg w/no norm,pH regr out,All,ProtBERT,high,10,GPR,80/20,0.5620172886422261,1.021799756138615
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Linear,85/15,0.31699889850717533,1.3936136376888009
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Ridge,85/15,0.3220497847602667,1.3884510941344088
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Lasso,85/15,0.254135915099699,1.4563358257795957
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.6836149881686819,0.9485050255261983
Rg w/no norm,pH regr out,All,ProtBERT,high,10,GPR,85/15,0.5552274569411049,1.1246067095344379
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Linear,90/10,-0.12024896825350284,1.2603197800885435
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Ridge,90/10,-0.028220013521216947,1.2074426229321458
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Lasso,90/10,-0.09271510527692794,1.244735137468752
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Kernel Ridge,90/10,0.10759059796600667,1.1248783148600077
Rg w/no norm,pH regr out,All,ProtBERT,high,10,GPR,90/10,-0.3435345235239451,1.3802186496103424
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Linear,80/20,0.31773232057010115,1.5136741073189186
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Ridge,80/20,0.29746056407171584,1.535996891315448
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Lasso,80/20,0.2896873428332526,1.544471005415026
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.33598143110298495,1.4932932261266378
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,GPR,80/20,0.2938118973387569,1.5399803566666004
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Linear,85/15,0.43637750548051035,1.3888840106499487
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Ridge,85/15,0.4088968555803938,1.4223400995176636
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Lasso,85/15,0.43042643247625456,1.3961971031780296
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,0.488973408748828,1.3224935692641366
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,GPR,85/15,0.5909317489548551,1.1832314546639473
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Linear,90/10,0.5329274816743218,1.2490981692205563
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.5042193903132624,1.2869129849961032
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.5077138438774886,1.282369634691469
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,90/10,0.4726927563294745,1.3271997249056142
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,GPR,90/10,0.4874011423897219,1.3085587666077123
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,Linear,80/20,-0.07982634353222062,0.11690252871025227
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,Ridge,80/20,0.07695205268611693,0.10808341960906546
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,Lasso,80/20,-0.22271992097492754,0.12439715277378191
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,Kernel Ridge,80/20,0.4427378006695576,0.08398016790371564
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,GPR,80/20,0.34315871226957595,0.09117529312092683
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,Linear,85/15,-0.21278753513460757,0.12188486561327413
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,Ridge,85/15,-0.09316702079516426,0.11571793661782104
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,Lasso,85/15,0.10112375113570726,0.10493186046191066
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.5423650548198646,0.07487158213699788
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,GPR,85/15,0.2696905562447258,0.09458251953590135
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,Linear,90/10,-0.16459545543199905,0.1101606953138018
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,Ridge,90/10,-0.05063874347637998,0.10463231370351746
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,Lasso,90/10,-0.09247843411281709,0.10669536641765141
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,Kernel Ridge,90/10,0.20290793570853838,0.09113671397724545
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,GPR,90/10,-0.34807506098462726,0.11852123279834141
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,10,Linear,80/20,0.16539650765366198,0.09763685070604797
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,10,Ridge,80/20,0.1546046402785246,0.09826607142299068
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,10,Lasso,80/20,0.14159980734246802,0.09901900708285784
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.18212762001087668,0.09665324399427039
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,10,GPR,80/20,0.1116108428305953,0.10073381654416017
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,10,Linear,85/15,0.26330516350075317,0.09176784820577452
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,10,Ridge,85/15,0.2614372305284819,0.09188411593262515
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,10,Lasso,85/15,0.24174451036218836,0.09310103671564658
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,0.20020426247706136,0.09561725639595413
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,10,GPR,85/15,0.4634116292251784,0.0783190414587524
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,10,Linear,90/10,0.19684128746819451,0.08991057562224164
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.23252725648923167,0.08789042630281645
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.19380215749071994,0.09008052454815653
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,90/10,-0.11484990493727398,0.10592983388474615
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,10,GPR,90/10,0.3659951526480263,0.0798833703458776
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Linear,80/20,-0.16693418466570242,0.07903496682230844
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Ridge,80/20,0.01010074168067121,0.0727933310863775
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Lasso,80/20,-0.3227377442381574,0.08414590142787423
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Kernel Ridge,80/20,0.38614932753206777,0.05732280873796793
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,GPR,80/20,0.2645453773510027,0.06274426483727294
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Linear,85/15,-0.40010013391870203,0.08163401907833233
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Ridge,85/15,-0.22956279706041371,0.07650097797531308
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Lasso,85/15,0.044612041079704845,0.06743440217808569
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.48371625544690133,0.049571933185273524
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,GPR,85/15,0.14125100241603394,0.06393295109387132
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Linear,90/10,-0.1701251918601847,0.07400248748769206
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Ridge,90/10,-0.04346648342589088,0.06988265643759912
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Lasso,90/10,-0.4463513449082621,0.08227484168983824
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Kernel Ridge,90/10,0.22345084874463894,0.06028574443170321
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,GPR,90/10,-0.37295403490893864,0.0801600819115511
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Linear,80/20,0.15864315455737632,0.05920038476912575
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Ridge,80/20,0.16808536688821396,0.05886725633600491
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Lasso,80/20,0.14702337486500905,0.05960778419958187
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.13589428430998318,0.059995386022693845
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,GPR,80/20,0.0764237888973811,0.06202557259039451
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Linear,85/15,0.23556339781674174,0.05698863935125073
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Ridge,85/15,0.2622108861473422,0.055986545674030885
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Lasso,85/15,0.19925545104778908,0.05832631603512056
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,0.12339982164616858,0.0610264811193177
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,GPR,85/15,0.3865157853015474,0.051052762558817376
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Linear,90/10,0.06765527607935862,0.057126009070465125
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.14521913857444246,0.05469819820283782
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.04446390453290139,0.05783212818380009
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,90/10,-0.3064300747914157,0.06762210885810624
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,GPR,90/10,0.3229789800102997,0.048679566501520014
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,Linear,80/20,-0.06321715696736141,0.12613717405844513
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,Ridge,80/20,0.08953416646488133,0.1167250141803041
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,Lasso,80/20,-0.20635144658145532,0.13435970249969187
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,Kernel Ridge,80/20,0.45323838484359324,0.09045469587050492
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,GPR,80/20,0.3577049441999347,0.09803911864558089
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,Linear,85/15,-0.17964826122800126,0.13172660202025485
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,Ridge,85/15,-0.06867869096553503,0.1253778441634873
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,Lasso,85/15,0.10155806910989928,0.11495880201255966
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.5523536425326391,0.08114555791167206
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,GPR,85/15,0.2917169879232909,0.10207059251778641
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,Linear,90/10,-0.16315739726995848,0.11900141636472177
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,Ridge,90/10,-0.0515005591186708,0.11314559247443699
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,Lasso,90/10,-0.10495784834559396,0.11598604572593045
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,Kernel Ridge,90/10,0.19902401393335722,0.09875125753950538
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,GPR,90/10,-0.3428369469107353,0.12786289342498475
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,high,10,Linear,80/20,0.17001463783308335,0.10745250819687133
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,high,10,Ridge,80/20,0.1566650675379324,0.10831319975964937
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,high,10,Lasso,80/20,0.1427340376368147,0.10920414704485261
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.18470673670483528,0.10649721917563984
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,high,10,GPR,80/20,0.12157753331443522,0.11054346112948199
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,high,10,Linear,85/15,0.2717762248491984,0.10062244666697409
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,high,10,Ridge,85/15,0.26579565659944593,0.1010347848404437
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,high,10,Lasso,85/15,0.25454771581271596,0.10180576488107941
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,0.220162427444627,0.10412728003214036
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,high,10,GPR,85/15,0.4785834985171534,0.08514415346704733
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,high,10,Linear,90/10,0.22033916579483814,0.09814903065285287
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.24970099452430816,0.09628316126263332
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.21912399310799813,0.09822548799155108
