Normalization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg norm w/0.5,No regr out,All,1,Ridge,85/15,-0.07942204454488144,0.1389155178402519
Rg norm w/0.5,No regr out,Inliers,1,Ridge,85/15,-0.020749713050771668,0.08629135326776977
Rg norm w/0.5,No regr out,All,1,Lasso,85/15,-0.04704380397484309,0.13681620699609712
Rg norm w/0.5,No regr out,Inliers,1,Lasso,85/15,-0.0031650420086952735,0.08554484454445119
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,85/15,0.011728272943466123,0.13292091007141102
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,85/15,0.10623339646984054,0.08074575654934288
Rg norm w/0.5,No regr out,All,1,GPR,85/15,-3.1561279447434583,0.27258350709449486
Rg norm w/0.5,No regr out,Inliers,1,GPR,85/15,-1.6990555421156741,0.14031805543232304
Rg norm w/0.5,No regr out,All,1,Linear,90/10,-1.2039623707086977,0.17055386608510914
Rg norm w/0.5,No regr out,Inliers,1,Linear,90/10,-0.04699857916560424,0.09436415988058623
Rg norm w/0.5,No regr out,All,1,Ridge,90/10,-0.47928110261586987,0.13972844802984216
Rg norm w/0.5,No regr out,Inliers,1,Ridge,90/10,-0.04682910300742971,0.09435652227590066
Rg norm w/0.5,No regr out,All,1,Lasso,90/10,-0.40044295432070354,0.1359540633542686
Rg norm w/0.5,No regr out,Inliers,1,Lasso,90/10,-0.02613153531661605,0.09341907202502625
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,90/10,-0.15020558788019467,0.12321035737866218
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,90/10,0.10295708859650676,0.08734552125653354
Rg norm w/0.5,No regr out,All,1,GPR,90/10,-4.153560699732284,0.2608033577694404
Rg norm w/0.5,No regr out,Inliers,1,GPR,90/10,-2.111763567542079,0.1626811850985279
Rg norm w/0.406,No regr out,All,1,Linear,80/20,-0.37378727563488057,0.09770279170056875
Rg norm w/0.406,No regr out,Inliers,1,Linear,80/20,0.08354515868446377,0.12466424196053676
Rg norm w/0.406,No regr out,All,1,Ridge,80/20,-0.047880691112271556,0.08533027540647786
Rg norm w/0.406,No regr out,Inliers,1,Ridge,80/20,0.03844273572036583,0.12769501465161578
Rg norm w/0.406,No regr out,All,1,Lasso,80/20,-0.03313044101341811,0.08472758102843395
Rg norm w/0.406,No regr out,Inliers,1,Lasso,80/20,0.08351684431332729,0.12466616773046665
Rg norm w/0.406,No regr out,All,1,Kernel Ridge,80/20,0.009672406015631352,0.08295387320303214
Rg norm w/0.406,No regr out,Inliers,1,Kernel Ridge,80/20,0.054484285317438985,0.12662537407109825
Rg norm w/0.406,No regr out,All,1,GPR,80/20,-3.012272294213515,0.1669715304320708
Rg norm w/0.406,No regr out,Inliers,1,GPR,80/20,-1.6182086178045605,0.21071162175481814
Rg norm w/0.406,No regr out,All,1,Linear,85/15,-0.40596290496247933,0.10585441757204538
Rg norm w/0.406,No regr out,Inliers,1,Linear,85/15,-0.07439868335890831,0.13643856237216198
Rg norm w/0.406,No regr out,All,1,Ridge,85/15,-0.005732984395958374,0.08952893175160201
Rg norm w/0.406,No regr out,Inliers,1,Ridge,85/15,-0.06932679449287282,0.13611614023595273
Rg norm w/0.406,No regr out,All,1,Lasso,85/15,0.0023001063496264074,0.0891706677228015
Rg norm w/0.406,No regr out,Inliers,1,Lasso,85/15,-0.05737343105590109,0.13535322181045079
Rg norm w/0.406,No regr out,All,1,Kernel Ridge,85/15,0.014692950400636007,0.08861512425498504
Rg norm w/0.406,No regr out,Inliers,1,Kernel Ridge,85/15,0.06963427275289202,0.12696419186636557
Rg norm w/0.406,No regr out,All,1,GPR,85/15,-2.8431027599557557,0.17501007636905389
Rg norm w/0.406,No regr out,Inliers,1,GPR,85/15,-2.0160737927974046,0.2285995559513096
Rg norm w/0.406,No regr out,All,1,Linear,90/10,-0.9272338735312717,0.10671720834985125
Rg norm w/0.406,No regr out,Inliers,1,Linear,90/10,-0.14309155708518917,0.1479163703867578
Rg norm w/0.406,No regr out,All,1,Ridge,90/10,-0.2933189227009201,0.08742186387745687
Rg norm w/0.406,No regr out,Inliers,1,Ridge,90/10,-0.14291729880078852,0.14790509542142624
Rg norm w/0.406,No regr out,All,1,Lasso,90/10,-0.24692113942179827,0.0858394130910342
Rg norm w/0.406,No regr out,Inliers,1,Lasso,90/10,-0.1283996029465444,0.14696272470909622
Rg norm w/0.406,No regr out,All,1,Kernel Ridge,90/10,-0.09788008994457242,0.08054613400811104
Rg norm w/0.406,No regr out,Inliers,1,Kernel Ridge,90/10,0.03101633024802808,0.13618646966614684
Rg norm w/0.406,No regr out,All,1,GPR,90/10,-3.6187193953011016,0.16520684396349655
Rg norm w/0.406,No regr out,Inliers,1,GPR,90/10,-2.6758862355040893,0.2652508375655412
Rg w/no norm,pH regr out,All,1,Linear,80/20,0.34494219562628237,1.1451543070961145
Rg w/no norm,pH regr out,Inliers,1,Linear,80/20,0.5213823604494978,0.9763485882999108
Rg w/no norm,pH regr out,All,1,Ridge,80/20,0.5007379860976208,0.9997432035334426
Rg w/no norm,pH regr out,Inliers,1,Ridge,80/20,0.5202265990831728,0.9775267161815424
Rg w/no norm,pH regr out,All,1,Lasso,80/20,0.5013868631428633,0.9990933229970972
Rg w/no norm,pH regr out,Inliers,1,Lasso,80/20,0.5214512285160657,0.9762783426038211
Rg w/no norm,pH regr out,All,1,Kernel Ridge,80/20,0.4956510574041171,1.0048234355608703
Rg w/no norm,pH regr out,Inliers,1,Kernel Ridge,80/20,0.49513280081556144,1.0027649148654134
Rg w/no norm,pH regr out,All,1,GPR,80/20,0.13837849749657138,1.3133560003041347
Rg w/no norm,pH regr out,Inliers,1,GPR,80/20,0.07015113578015897,1.360870296259061
Rg w/no norm,pH regr out,All,1,Linear,85/15,0.2928814337326653,1.1917182509908386
Rg w/no norm,pH regr out,Inliers,1,Linear,85/15,0.5259998859168297,1.0255368505954752
Rg w/no norm,pH regr out,All,1,Ridge,85/15,0.44873574788883996,1.0522220190698741
Rg w/no norm,pH regr out,Inliers,1,Ridge,85/15,0.5282966641980295,1.0230492024365943
Rg w/no norm,pH regr out,All,1,Lasso,85/15,0.4736740334416466,1.0281461858276173
Rg w/no norm,pH regr out,Inliers,1,Lasso,85/15,0.5272138366531369,1.0242227693282118
Rg w/no norm,pH regr out,All,1,Kernel Ridge,85/15,0.4173486777081198,1.081762291563831
Rg w/no norm,pH regr out,Inliers,1,Kernel Ridge,85/15,0.530302239217317,1.0208719997699045
Rg w/no norm,pH regr out,All,1,GPR,85/15,0.13985774580644328,1.3143547886554605
Rg w/no norm,pH regr out,Inliers,1,GPR,85/15,-0.0015933694233607465,1.4907601253818477
Rg w/no norm,pH regr out,All,1,Linear,90/10,0.2399715326262316,1.231332937550648
Rg w/no norm,pH regr out,Inliers,1,Linear,90/10,0.5397343089572557,1.0555196083197542
Rg w/no norm,pH regr out,All,1,Ridge,90/10,0.419451386531989,1.0761674773680294
Rg w/no norm,pH regr out,Inliers,1,Ridge,90/10,0.539789373156726,1.0554564675275562
Rg w/no norm,pH regr out,All,1,Lasso,90/10,0.4690730790686253,1.0291482517206942
Rg w/no norm,pH regr out,Inliers,1,Lasso,90/10,0.5404383993986245,1.0547119599125987
Rg w/no norm,pH regr out,All,1,Kernel Ridge,90/10,0.4142324113652931,1.08099388203525
Rg w/no norm,pH regr out,Inliers,1,Kernel Ridge,90/10,0.5711995024956689,1.0188016609494233
Rg w/no norm,pH regr out,All,1,GPR,90/10,0.009276372484903095,1.4058430147675935
Rg w/no norm,pH regr out,Inliers,1,GPR,90/10,-0.14723168278619858,1.6664318984415132
Rg norm w/0.421,pH regr out,All,1,Linear,80/20,-0.4544938269847212,0.1430620288772021
Rg norm w/0.421,pH regr out,Inliers,1,Linear,80/20,0.08717755194405274,0.11590635685932645
Rg norm w/0.421,pH regr out,All,1,Ridge,80/20,-0.10178261590398163,0.12451348722517552
Rg norm w/0.421,pH regr out,Inliers,1,Ridge,80/20,0.04087076104790188,0.11880990944618983
Rg norm w/0.421,pH regr out,All,1,Lasso,80/20,-0.06953072392798476,0.1226775434993391
Rg norm w/0.421,pH regr out,Inliers,1,Lasso,80/20,0.08684395609036011,0.11592753422417398
Rg norm w/0.421,pH regr out,All,1,Kernel Ridge,80/20,0.040700963110979704,0.11618376417909972
Rg norm w/0.421,pH regr out,Inliers,1,Kernel Ridge,80/20,0.06639298255088522,0.11721849829817296
Rg norm w/0.421,pH regr out,All,1,GPR,80/20,0.03836692125642005,0.11632501993445872
Rg norm w/0.421,pH regr out,Inliers,1,GPR,80/20,0.11603036761057295,0.11405984377166328
Rg norm w/0.421,pH regr out,All,1,Linear,85/15,-0.5351454091986116,0.15492832217224276
Rg norm w/0.421,pH regr out,Inliers,1,Linear,85/15,-0.07237815389409974,0.12695271174336184
Rg norm w/0.421,pH regr out,All,1,Ridge,85/15,-0.07257312458067822,0.12949992409351263
Rg norm w/0.421,pH regr out,Inliers,1,Ridge,85/15,-0.06732836579633839,0.12665345127119568
Rg norm w/0.421,pH regr out,All,1,Lasso,85/15,-0.034936492517610995,0.12720755604377754
Rg norm w/0.421,pH regr out,Inliers,1,Lasso,85/15,-0.054393559856953155,0.12588366403125348
Rg norm w/0.421,pH regr out,All,1,Kernel Ridge,85/15,0.044149601551486395,0.12225060618975875
Rg norm w/0.421,pH regr out,Inliers,1,Kernel Ridge,85/15,0.04857067293794193,0.11957937245427978
Rg norm w/0.421,pH regr out,All,1,GPR,85/15,0.012426636378281675,0.12426268759222454
Rg norm w/0.421,pH regr out,Inliers,1,GPR,85/15,-0.002744230163821859,0.12276175508016103
Rg norm w/0.421,pH regr out,All,1,Linear,90/10,-1.1791469481162573,0.1584179588601506
Rg norm w/0.421,pH regr out,Inliers,1,Linear,90/10,-0.13369347934957743,0.13778427229517268
Rg norm w/0.421,pH regr out,All,1,Ridge,90/10,-0.4608605536672177,0.1297076335191162
Rg norm w/0.421,pH regr out,Inliers,1,Ridge,90/10,-0.1335189884668444,0.13777366844814068
Rg norm w/0.421,pH regr out,All,1,Lasso,90/10,-0.37678339408503914,0.12591978231221956
Rg norm w/0.421,pH regr out,Inliers,1,Lasso,90/10,-0.1179703450846703,0.13682547495719727
Rg norm w/0.421,pH regr out,All,1,Kernel Ridge,90/10,-0.11918899391815119,0.11353058350372619
Rg norm w/0.421,pH regr out,Inliers,1,Kernel Ridge,90/10,0.010631161093570318,0.12871552616913196
Rg norm w/0.421,pH regr out,All,1,GPR,90/10,-0.11267107962451517,0.1131995120134369
Rg norm w/0.421,pH regr out,Inliers,1,GPR,90/10,-0.09649494105433942,0.13550494324465298
Rg norm w/0.5,pH regr out,All,1,Linear,80/20,-0.37378806465259684,0.09770024873300122
Rg norm w/0.5,pH regr out,Inliers,1,Linear,80/20,0.13340634933970552,0.07870045489235879
Rg norm w/0.5,pH regr out,All,1,Ridge,80/20,-0.04797401476768082,0.08533182951025975
Rg norm w/0.5,pH regr out,Inliers,1,Ridge,80/20,0.07955785589897735,0.08110875571183784
Rg norm w/0.5,pH regr out,All,1,Lasso,80/20,-0.033214158436736474,0.0847287841392684
Rg norm w/0.5,pH regr out,Inliers,1,Lasso,80/20,0.12937177777038245,0.0788834437161626
Rg norm w/0.5,pH regr out,All,1,Kernel Ridge,80/20,0.01012311756375639,0.08293281192399436
Rg norm w/0.5,pH regr out,Inliers,1,Kernel Ridge,80/20,0.10035843184152193,0.08018705215670986
Rg norm w/0.5,pH regr out,All,1,GPR,80/20,0.03723621429302226,0.081789145877477
Rg norm w/0.5,pH regr out,Inliers,1,GPR,80/20,0.1434589592924519,0.07824265513301973
Rg norm w/0.5,pH regr out,All,1,Linear,85/15,-0.40591401379076264,0.10585132037647974
Rg norm w/0.5,pH regr out,Inliers,1,Linear,85/15,-0.025499698201478127,0.0864919586087599
Rg norm w/0.5,pH regr out,All,1,Ridge,85/15,-0.005794854587746645,0.08953062258868559
Rg norm w/0.5,pH regr out,Inliers,1,Ridge,85/15,-0.020764700452345686,0.08629204969520232
Rg norm w/0.5,pH regr out,All,1,Lasso,85/15,0.002239098518666438,0.08917233534093696
Rg norm w/0.5,pH regr out,Inliers,1,Lasso,85/15,-0.003174539046743252,0.08554531186164778
Rg norm w/0.5,pH regr out,All,1,Kernel Ridge,85/15,0.04607236668317005,0.08719159344773256
Rg norm w/0.5,pH regr out,Inliers,1,Kernel Ridge,85/15,0.08172721966630603,0.08184531393817122
Rg norm w/0.5,pH regr out,All,1,GPR,85/15,0.012808041558432737,0.08869879181915452
Rg norm w/0.5,pH regr out,Inliers,1,GPR,85/15,0.03297373869587239,0.08398990644377742
Rg norm w/0.5,pH regr out,All,1,Linear,90/10,-0.9272390654418334,0.1067114487259742
Rg norm w/0.5,pH regr out,Inliers,1,Linear,90/10,-0.04700327572995855,0.09436426869263648
Rg norm w/0.5,pH regr out,All,1,Ridge,90/10,-0.29348017955864303,0.08742247749685911
Rg norm w/0.5,pH regr out,Inliers,1,Ridge,90/10,-0.046833776005653194,0.09435663005133588
Rg norm w/0.5,pH regr out,All,1,Lasso,90/10,-0.2470882199266926,0.08584041513410012
Rg norm w/0.5,pH regr out,Inliers,1,Lasso,90/10,-0.026134751504546916,0.093419116621565
Rg norm w/0.5,pH regr out,All,1,Kernel Ridge,90/10,-0.2681898550883963,0.08656360969518888
Rg norm w/0.5,pH regr out,Inliers,1,Kernel Ridge,90/10,0.14446660233048814,0.08530059141138573
Rg norm w/0.5,pH regr out,All,1,GPR,90/10,-0.07209178562867913,0.0795901283485806
Rg norm w/0.5,pH regr out,Inliers,1,GPR,90/10,-0.033851591891651545,0.09376972853524967
Rg norm w/0.406,pH regr out,All,1,Linear,80/20,-0.45690082128521037,0.15367780840241552
Rg norm w/0.406,pH regr out,Inliers,1,Linear,80/20,0.08353337436575703,0.12466349245807347
Rg norm w/0.406,pH regr out,All,1,Ridge,80/20,-0.10457534121414169,0.13381162236404393
Rg norm w/0.406,pH regr out,Inliers,1,Ridge,80/20,0.0384177476305021,0.12769508513192773
Rg norm w/0.406,pH regr out,All,1,Lasso,80/20,-0.12339811759859498,0.13494693041528733
Rg norm w/0.406,pH regr out,Inliers,1,Lasso,80/20,0.08350610731137031,0.12466534696147305
Rg norm w/0.406,pH regr out,All,1,Kernel Ridge,80/20,0.039493585496924055,0.12478037863807717
Rg norm w/0.406,pH regr out,Inliers,1,Kernel Ridge,80/20,0.06339953371860785,0.12602541820028398
Rg norm w/0.406,pH regr out,All,1,GPR,80/20,0.03955529909193023,0.12477636993530672
Rg norm w/0.406,pH regr out,Inliers,1,GPR,80/20,0.11146611001821183,0.1227489995026018
Rg norm w/0.406,pH regr out,All,1,Linear,85/15,-0.5487650374925337,0.16639722828329792
Rg norm w/0.406,pH regr out,Inliers,1,Linear,85/15,-0.07440380738695862,0.1364392927925658
Rg norm w/0.406,pH regr out,All,1,Ridge,85/15,-0.07946630889864714,0.13891779008255356
Rg norm w/0.406,pH regr out,Inliers,1,Ridge,85/15,-0.0693307652417734,0.13611679706845747
Rg norm w/0.406,pH regr out,All,1,Lasso,85/15,-0.04709963937276784,0.13681928761305584
Rg norm w/0.406,pH regr out,Inliers,1,Lasso,85/15,-0.05737584680085073,0.13535377827508796
Rg norm w/0.406,pH regr out,All,1,Kernel Ridge,85/15,0.04408890243340702,0.13072602976809716
Rg norm w/0.406,pH regr out,Inliers,1,Kernel Ridge,85/15,0.04591573055148235,0.12857278702138208
Rg norm w/0.406,pH regr out,All,1,GPR,85/15,0.013325006913063042,0.13281293692568583
Rg norm w/0.406,pH regr out,Inliers,1,GPR,85/15,-0.008419526279822787,0.13218321586185025
Rg norm w/0.406,pH regr out,All,1,Linear,90/10,-1.2038751566864163,0.1705465371044612
Rg norm w/0.406,pH regr out,Inliers,1,Linear,90/10,-0.14308478700505378,0.1479164253671705
Rg norm w/0.406,pH regr out,All,1,Ridge,90/10,-0.47939204940491686,0.13973044789164868
Rg norm w/0.406,pH regr out,Inliers,1,Ridge,90/10,-0.1429105117597349,0.14790514923340353
Rg norm w/0.406,pH regr out,All,1,Lasso,90/10,-0.40052212590246694,0.13595475391783343
Rg norm w/0.406,pH regr out,Inliers,1,Lasso,90/10,-0.12839233569846842,0.14696274129283532
Rg norm w/0.406,pH regr out,All,1,Kernel Ridge,90/10,-0.12619677398229223,0.12191483365664199
Rg norm w/0.406,pH regr out,Inliers,1,Kernel Ridge,90/10,0.0028489268519242827,0.13815215409813122
Rg norm w/0.406,pH regr out,All,1,GPR,90/10,-0.1185490798854798,0.12150018337729189
Rg norm w/0.406,pH regr out,Inliers,1,GPR,90/10,-0.10708653312044447,0.1455686868722981
Rg w/no norm,buffer regr out,All,1,Linear,80/20,0.11985153327612352,1.5731946070121736
Rg w/no norm,buffer regr out,Inliers,1,Linear,80/20,0.34277145509495854,1.3926860811864918
Rg w/no norm,buffer regr out,All,1,Ridge,80/20,0.21505363211329553,1.4856772486099084
Rg w/no norm,buffer regr out,Inliers,1,Ridge,80/20,0.2726354401522423,1.4651129083943286
Rg w/no norm,buffer regr out,All,1,Lasso,80/20,0.2045806554209657,1.495555571200012
Rg w/no norm,buffer regr out,Inliers,1,Lasso,80/20,0.2712181336513455,1.466539636888159
Rg w/no norm,buffer regr out,All,1,Kernel Ridge,80/20,0.21837875681708918,1.4825271576582788
Rg w/no norm,buffer regr out,Inliers,1,Kernel Ridge,80/20,0.30202953154554624,1.4352037163736078
Rg w/no norm,buffer regr out,All,1,GPR,80/20,0.11335848421933314,1.5789868455119787
Rg w/no norm,buffer regr out,Inliers,1,GPR,80/20,0.1212638006379202,1.6103648597900795
Rg w/no norm,buffer regr out,All,1,Linear,85/15,0.20887919127146792,1.4969950541736972
Rg w/no norm,buffer regr out,Inliers,1,Linear,85/15,0.3685981127975724,1.3095449868479474
Rg w/no norm,buffer regr out,All,1,Ridge,85/15,0.2160742423280868,1.4901721027776358
Rg w/no norm,buffer regr out,Inliers,1,Ridge,85/15,0.3760874067633544,1.3017553174282115
Rg w/no norm,buffer regr out,All,1,Lasso,85/15,0.19773668480282658,1.5075003738035881
Rg w/no norm,buffer regr out,Inliers,1,Lasso,85/15,0.32143875938456534,1.357569302502559
Rg w/no norm,buffer regr out,All,1,Kernel Ridge,85/15,0.20028374578971986,1.505105432035022
Rg w/no norm,buffer regr out,Inliers,1,Kernel Ridge,85/15,0.32191157340731535,1.3570962503909918
Rg w/no norm,buffer regr out,All,1,GPR,85/15,0.03338360159406217,1.6547258096068658
Rg w/no norm,buffer regr out,Inliers,1,GPR,85/15,-0.040714885087625774,1.6812541433719637
Rg w/no norm,buffer regr out,All,1,Linear,90/10,0.1961050348757052,1.494099999103135
Rg w/no norm,buffer regr out,Inliers,1,Linear,90/10,0.43997390884513754,1.1590418301292507
Rg w/no norm,buffer regr out,All,1,Ridge,90/10,0.22305825635195187,1.468839148511162
Rg w/no norm,buffer regr out,Inliers,1,Ridge,90/10,0.364032336365116,1.2351295058679677
Rg w/no norm,buffer regr out,All,1,Lasso,90/10,0.22105991916370826,1.4707269032521288
Rg w/no norm,buffer regr out,Inliers,1,Lasso,90/10,0.3936165458897719,1.2060592694024617
Rg w/no norm,buffer regr out,All,1,Kernel Ridge,90/10,0.2041392520149522,1.4866151489046342
Rg w/no norm,buffer regr out,Inliers,1,Kernel Ridge,90/10,0.23330898578157155,1.3561419995811514
Rg w/no norm,buffer regr out,All,1,GPR,90/10,0.01786806936505103,1.6514480882631721
Rg w/no norm,buffer regr out,Inliers,1,GPR,90/10,-0.1351579235378091,1.6501488537523419
Rg norm w/0.421,buffer regr out,All,1,Linear,80/20,-0.17968973962340717,0.16180874936504644
Rg norm w/0.421,buffer regr out,Inliers,1,Linear,80/20,0.09748811582219452,0.1396032684557902
Rg norm w/0.421,buffer regr out,All,1,Ridge,80/20,-0.021068053705140644,0.1505377582528525
Rg norm w/0.421,buffer regr out,Inliers,1,Ridge,80/20,0.08991600704262503,0.14018768354635253
Rg norm w/0.421,buffer regr out,All,1,Lasso,80/20,-0.04292173946748812,0.1521401921005646
Rg norm w/0.421,buffer regr out,Inliers,1,Lasso,80/20,0.09273061624255219,0.13997073703750024
Rg norm w/0.421,buffer regr out,All,1,Kernel Ridge,80/20,0.03599894588185548,0.14627053656522265
Rg norm w/0.421,buffer regr out,Inliers,1,Kernel Ridge,80/20,0.015593557065394115,0.14579960432279138
Rg norm w/0.421,buffer regr out,All,1,GPR,80/20,0.04713952236318775,0.14542288527085034
Rg norm w/0.421,buffer regr out,Inliers,1,GPR,80/20,0.12635091754620698,0.13735283702071036
Rg norm w/0.421,buffer regr out,All,1,Linear,85/15,-0.28676113488092425,0.16247685558455605
