Normalization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg norm w/0.5,expr buffer only regr out,All,1,GPR,80/20,-0.6223253732133611,0.2520966433030132
Rg norm w/0.5,expr buffer only regr out,Inliers,1,GPR,80/20,-1.5245484490791994,0.1987828751992051
Rg norm w/0.5,expr buffer only regr out,All,1,Linear,85/15,0.037910055595917536,0.19675066569704136
Rg norm w/0.5,expr buffer only regr out,Inliers,1,Linear,85/15,-0.0386008922624399,0.13298264727052844
Rg norm w/0.5,expr buffer only regr out,All,1,Ridge,85/15,-0.016675115680677033,0.20225509448350995
Rg norm w/0.5,expr buffer only regr out,Inliers,1,Ridge,85/15,0.008391171471417769,0.12993938916265246
Rg norm w/0.5,expr buffer only regr out,All,1,Lasso,85/15,0.08552067776301342,0.19182063203756783
Rg norm w/0.5,expr buffer only regr out,Inliers,1,Lasso,85/15,0.028909192471944345,0.12858803210958497
Rg norm w/0.5,expr buffer only regr out,All,1,Kernel Ridge,85/15,0.05529431380166194,0.19496499251138208
Rg norm w/0.5,expr buffer only regr out,Inliers,1,Kernel Ridge,85/15,0.011882835267873815,0.12971041542321604
Rg norm w/0.5,expr buffer only regr out,All,1,GPR,85/15,-0.5333906612938157,0.24839038446212403
Rg norm w/0.5,expr buffer only regr out,Inliers,1,GPR,85/15,-1.4001656261900677,0.20215814057275297
Rg norm w/0.5,expr buffer only regr out,All,1,Linear,90/10,0.06116950457175707,0.19269418545392292
Rg norm w/0.5,expr buffer only regr out,Inliers,1,Linear,90/10,0.08836325786340793,0.12373923210212308
Rg norm w/0.5,expr buffer only regr out,All,1,Ridge,90/10,0.0859684280593247,0.1901321742362558
Rg norm w/0.5,expr buffer only regr out,Inliers,1,Ridge,90/10,0.09454164923589026,0.12331921330801661
Rg norm w/0.5,expr buffer only regr out,All,1,Lasso,90/10,0.09313705018279017,0.18938511652477896
Rg norm w/0.5,expr buffer only regr out,Inliers,1,Lasso,90/10,0.11672387806089635,0.12179928851182249
Rg norm w/0.5,expr buffer only regr out,All,1,Kernel Ridge,90/10,0.21625853220394142,0.1760602965149144
Rg norm w/0.5,expr buffer only regr out,Inliers,1,Kernel Ridge,90/10,0.16449896197774505,0.11845952946357262
Rg norm w/0.5,expr buffer only regr out,All,1,GPR,90/10,-0.7297600011726622,0.2615579598053048
Rg norm w/0.5,expr buffer only regr out,Inliers,1,GPR,90/10,-1.5445695025732276,0.20673007643148825
Rg norm w/0.406,expr buffer only regr out,All,1,Linear,80/20,-0.0696291585879032,0.15692181025529278
Rg norm w/0.406,expr buffer only regr out,Inliers,1,Linear,80/20,0.04951699426928036,0.19371244921611738
Rg norm w/0.406,expr buffer only regr out,All,1,Ridge,80/20,-0.0370658011677476,0.1545147164544469
Rg norm w/0.406,expr buffer only regr out,Inliers,1,Ridge,80/20,0.06934921103162262,0.19168085106882585
Rg norm w/0.406,expr buffer only regr out,All,1,Lasso,80/20,-0.10177152925783228,0.15926211013703062
Rg norm w/0.406,expr buffer only regr out,Inliers,1,Lasso,80/20,0.09488160425915648,0.18903318417596301
Rg norm w/0.406,expr buffer only regr out,All,1,Kernel Ridge,80/20,-0.004677257608255658,0.15208275754780282
Rg norm w/0.406,expr buffer only regr out,Inliers,1,Kernel Ridge,80/20,0.13360493847347932,0.18494531662144556
Rg norm w/0.406,expr buffer only regr out,All,1,GPR,80/20,-0.6097161460543228,0.19250470248974938
Rg norm w/0.406,expr buffer only regr out,Inliers,1,GPR,80/20,-1.4743818606223345,0.31254943322234907
Rg norm w/0.406,expr buffer only regr out,All,1,Linear,85/15,0.07065206743318819,0.15303828454632076
Rg norm w/0.406,expr buffer only regr out,Inliers,1,Linear,85/15,-0.02874663720712123,0.20997878276093146
Rg norm w/0.406,expr buffer only regr out,All,1,Ridge,85/15,0.1314626452047445,0.1479466620699494
Rg norm w/0.406,expr buffer only regr out,Inliers,1,Ridge,85/15,0.019618796149157958,0.20498339776186916
Rg norm w/0.406,expr buffer only regr out,All,1,Lasso,85/15,0.08756656359244763,0.15163921105056863
Rg norm w/0.406,expr buffer only regr out,Inliers,1,Lasso,85/15,0.06614038672630784,0.2000607978350057
Rg norm w/0.406,expr buffer only regr out,All,1,Kernel Ridge,85/15,0.09127619236172402,0.15133064163646118
Rg norm w/0.406,expr buffer only regr out,Inliers,1,Kernel Ridge,85/15,0.023029883945305807,0.20462648270245443
Rg norm w/0.406,expr buffer only regr out,All,1,GPR,85/15,-0.621924949678361,0.20217446269269432
Rg norm w/0.406,expr buffer only regr out,Inliers,1,GPR,85/15,-1.3031832657088236,0.3141850006181023
Rg norm w/0.406,expr buffer only regr out,All,1,Linear,90/10,0.10431382673258782,0.1207105392950781
Rg norm w/0.406,expr buffer only regr out,Inliers,1,Linear,90/10,0.07610697152787049,0.19344039829515297
Rg norm w/0.406,expr buffer only regr out,All,1,Ridge,90/10,0.1692810653597545,0.1162503609256476
Rg norm w/0.406,expr buffer only regr out,Inliers,1,Ridge,90/10,0.09094678237560383,0.19188056425282832
Rg norm w/0.406,expr buffer only regr out,All,1,Lasso,90/10,0.1585936154658194,0.1169957691072243
Rg norm w/0.406,expr buffer only regr out,Inliers,1,Lasso,90/10,0.1314344399321462,0.18755888193959175
Rg norm w/0.406,expr buffer only regr out,All,1,Kernel Ridge,90/10,0.18665680912649052,0.11502815998757729
Rg norm w/0.406,expr buffer only regr out,Inliers,1,Kernel Ridge,90/10,0.16466156906920293,0.18393634985310617
Rg norm w/0.406,expr buffer only regr out,All,1,GPR,90/10,-1.475043287376141,0.20065900512229462
Rg norm w/0.406,expr buffer only regr out,Inliers,1,GPR,90/10,-1.5018515516976727,0.3183223272519563
