Normalization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg norm w/0.421,No regr out,All,1,Ridge,80/20,-0.2276028373206671,0.11999734480155111
Rg norm w/0.421,No regr out,Inliers,1,Ridge,80/20,0.08272239574209761,0.0817571767014856
Rg norm w/0.421,No regr out,All,1,Lasso,80/20,-0.16431272478725645,0.11686313069861906
Rg norm w/0.421,No regr out,Inliers,1,Lasso,80/20,0.07740109324358824,0.08199397826046098
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,80/20,-0.15356057851570948,0.11632227777433247
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,80/20,0.27955549058762397,0.07245623420814551
Rg norm w/0.421,No regr out,All,1,GPR,80/20,-3.3429532458946243,0.22570192942564202
Rg norm w/0.421,No regr out,Inliers,1,GPR,80/20,-2.877781618786855,0.16809978750648302
Rg norm w/0.421,No regr out,All,1,Linear,85/15,0.11031625985133442,0.10820854039659743
Rg norm w/0.421,No regr out,Inliers,1,Linear,85/15,-0.053921110860450705,0.0842965282484729
Rg norm w/0.421,No regr out,All,1,Ridge,85/15,-0.0824649050431181,0.11935775035241557
Rg norm w/0.421,No regr out,Inliers,1,Ridge,85/15,0.02459186148472836,0.08109588620897536
Rg norm w/0.421,No regr out,All,1,Lasso,85/15,-0.025702655950757824,0.11618617442847266
Rg norm w/0.421,No regr out,Inliers,1,Lasso,85/15,-0.032739319550266766,0.0834451294604948
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,85/15,0.021810235212932794,0.11346326311461503
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,85/15,0.09005897118006756,0.07832713842137463
Rg norm w/0.421,No regr out,All,1,GPR,85/15,-3.7314574534382468,0.24954058093849882
Rg norm w/0.421,No regr out,Inliers,1,GPR,85/15,-3.7254809217639897,0.17849606389607675
Rg norm w/0.421,No regr out,All,1,Linear,90/10,0.2485651023458283,0.10847273947799604
Rg norm w/0.421,No regr out,Inliers,1,Linear,90/10,0.08247900376157558,0.08625709018185042
Rg norm w/0.421,No regr out,All,1,Ridge,90/10,0.12420365260700728,0.11710528435666667
Rg norm w/0.421,No regr out,Inliers,1,Ridge,90/10,0.10186473706511834,0.08534098907690718
Rg norm w/0.421,No regr out,All,1,Lasso,90/10,0.09843682315011337,0.11881547560967834
Rg norm w/0.421,No regr out,Inliers,1,Lasso,90/10,0.10248374065573818,0.08531157508655512
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,90/10,0.0007541787802967104,0.1250866894345822
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,90/10,0.42245014627100985,0.0684355145433512
Rg norm w/0.421,No regr out,All,1,GPR,90/10,-3.6680691291619976,0.2703607033618742
Rg norm w/0.421,No regr out,Inliers,1,GPR,90/10,-2.3748596911300535,0.16543014817862978
Rg norm w/0.5,No regr out,All,1,Linear,80/20,-0.06620111434503384,0.1216364395442189
Rg norm w/0.5,No regr out,Inliers,1,Linear,80/20,-0.03451627805856172,0.056689318854663516
Rg norm w/0.5,No regr out,All,1,Ridge,80/20,-0.14300111339018629,0.1259410935489711
Rg norm w/0.5,No regr out,Inliers,1,Ridge,80/20,0.011085523964813881,0.0554257963363253
Rg norm w/0.5,No regr out,All,1,Lasso,80/20,-0.16153394177444413,0.12695800395416623
Rg norm w/0.5,No regr out,Inliers,1,Lasso,80/20,0.020223666178856625,0.0551691187765109
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,80/20,-0.1443079859568448,0.12601307158058692
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,80/20,0.2444162138099668,0.048447780902123934
Rg norm w/0.5,No regr out,All,1,GPR,80/20,-3.236827630674412,0.24247363943527506
Rg norm w/0.5,No regr out,Inliers,1,GPR,80/20,-3.696815122620383,0.12079092507524249
Rg norm w/0.5,No regr out,All,1,Linear,85/15,0.13023528209713675,0.11682170559208407
Rg norm w/0.5,No regr out,Inliers,1,Linear,85/15,-0.1314258439263094,0.056771342671857156
Rg norm w/0.5,No regr out,All,1,Ridge,85/15,-0.07723253133543029,0.1300101859605846
Rg norm w/0.5,No regr out,Inliers,1,Ridge,85/15,0.009285680799684726,0.05312394744195448
Rg norm w/0.5,No regr out,All,1,Lasso,85/15,-0.02687881853327201,0.12693525133309658
Rg norm w/0.5,No regr out,Inliers,1,Lasso,85/15,-0.09768144351203412,0.05591834117756187
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,85/15,0.023050294106803038,0.12381086352966914
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,85/15,0.07705247947772187,0.05127487638515624
Rg norm w/0.5,No regr out,All,1,GPR,85/15,-3.5812693969819174,0.26811157554905846
Rg norm w/0.5,No regr out,Inliers,1,GPR,85/15,-4.928647238755073,0.12995527822494352
Rg norm w/0.5,No regr out,All,1,Linear,90/10,0.2731074579623731,0.11717951042079489
Rg norm w/0.5,No regr out,Inliers,1,Linear,90/10,-0.04953212377004346,0.05819844769896505
Rg norm w/0.5,No regr out,All,1,Ridge,90/10,0.13335238328809806,0.12794927995609065
Rg norm w/0.5,No regr out,Inliers,1,Ridge,90/10,0.04621566441466929,0.055480277659281985
Rg norm w/0.5,No regr out,All,1,Lasso,90/10,0.09810987506459967,0.1305249058297641
Rg norm w/0.5,No regr out,Inliers,1,Lasso,90/10,-0.014825809056993933,0.05722809441191277
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,90/10,0.14099292024509769,0.12738401824223186
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,90/10,0.3388763274364338,0.046190736512464525
Rg norm w/0.5,No regr out,All,1,GPR,90/10,-3.471756676551757,0.2906401806055014
Rg norm w/0.5,No regr out,Inliers,1,GPR,90/10,-3.402735252156016,0.11919960564942211
Rg norm w/0.406,No regr out,All,1,Linear,80/20,-0.11599151539775465,0.07548487081336942
Rg norm w/0.406,No regr out,Inliers,1,Linear,80/20,0.07962043474509706,0.08964251344141255
Rg norm w/0.406,No regr out,All,1,Ridge,80/20,-0.16758309390383075,0.07720996733436528
Rg norm w/0.406,No regr out,Inliers,1,Ridge,80/20,0.11594717304004087,0.08785564060566546
Rg norm w/0.406,No regr out,All,1,Lasso,80/20,-0.1693784022399185,0.0772693046332666
Rg norm w/0.406,No regr out,Inliers,1,Lasso,80/20,0.10786336200080804,0.08825640411983092
Rg norm w/0.406,No regr out,All,1,Kernel Ridge,80/20,-0.16385677998713,0.07708666197900615
Rg norm w/0.406,No regr out,Inliers,1,Kernel Ridge,80/20,0.3902234775255232,0.0729652190763752
Rg norm w/0.406,No regr out,All,1,GPR,80/20,-3.6836865728230563,0.1546405487582764
Rg norm w/0.406,No regr out,Inliers,1,GPR,80/20,-2.6712186766320483,0.17903406322480767
Rg norm w/0.406,No regr out,All,1,Linear,85/15,0.04269238454517055,0.07206082441853513
Rg norm w/0.406,No regr out,Inliers,1,Linear,85/15,-0.014641928744049792,0.09065416438595837
Rg norm w/0.406,No regr out,All,1,Ridge,85/15,-0.017595761262614085,0.0742952612451092
Rg norm w/0.406,No regr out,Inliers,1,Ridge,85/15,0.05053818626155149,0.08769404600440495
Rg norm w/0.406,No regr out,All,1,Lasso,85/15,-0.024889812487701946,0.0745610572654386
Rg norm w/0.406,No regr out,Inliers,1,Lasso,85/15,0.0029779090405179787,0.08986358642136179
Rg norm w/0.406,No regr out,All,1,Kernel Ridge,85/15,-0.014630786611095514,0.07418694502108375
Rg norm w/0.406,No regr out,Inliers,1,Kernel Ridge,85/15,0.11347065179353555,0.08473794259018906
Rg norm w/0.406,No regr out,All,1,GPR,85/15,-4.376625313272311,0.17077659716459667
Rg norm w/0.406,No regr out,Inliers,1,GPR,85/15,-3.4372788624741606,0.1895787773690816
Rg norm w/0.406,No regr out,All,1,Linear,90/10,0.1181453007894423,0.07222806428656622
Rg norm w/0.406,No regr out,Inliers,1,Linear,90/10,0.11917272262061429,0.09280002380989284
Rg norm w/0.406,No regr out,All,1,Ridge,90/10,0.08808027502218418,0.07344897914753211
Rg norm w/0.406,No regr out,Inliers,1,Ridge,90/10,0.1376340819717745,0.09182237085748948
Rg norm w/0.406,No regr out,All,1,Lasso,90/10,0.10417845095277989,0.07279779278186686
Rg norm w/0.406,No regr out,Inliers,1,Lasso,90/10,0.1360842522563549,0.09190484463947185
Rg norm w/0.406,No regr out,All,1,Kernel Ridge,90/10,-0.0037437735700500685,0.0770582055313595
Rg norm w/0.406,No regr out,Inliers,1,Kernel Ridge,90/10,0.4438924696480142,0.07373642844475853
Rg norm w/0.406,No regr out,All,1,GPR,90/10,-4.762103116772492,0.184628173018427
Rg norm w/0.406,No regr out,Inliers,1,GPR,90/10,-2.1690289742316673,0.176021539452061
Rg w/no norm,pH regr out,All,1,Linear,80/20,0.6429592301204972,1.0063532449397017
Rg w/no norm,pH regr out,Inliers,1,Linear,80/20,0.8053004707788438,0.6339096532640616
Rg w/no norm,pH regr out,All,1,Ridge,80/20,0.6490258095320834,0.9977670013779051
Rg w/no norm,pH regr out,Inliers,1,Ridge,80/20,0.8100332694485226,0.6261576469449266
Rg w/no norm,pH regr out,All,1,Lasso,80/20,0.6473705182759915,1.0001171061318108
Rg w/no norm,pH regr out,Inliers,1,Lasso,80/20,0.8074793834988375,0.6303525825588574
Rg w/no norm,pH regr out,All,1,Kernel Ridge,80/20,0.6496364719152874,0.9968986126856795
Rg w/no norm,pH regr out,Inliers,1,Kernel Ridge,80/20,0.8199042616012047,0.6096725373961259
Rg w/no norm,pH regr out,All,1,GPR,80/20,0.19998092475125973,1.506404891611652
Rg w/no norm,pH regr out,Inliers,1,GPR,80/20,0.2864430049021045,1.213554398227933
Rg w/no norm,pH regr out,All,1,Linear,85/15,0.6509171637658225,1.0333465601891874
Rg w/no norm,pH regr out,Inliers,1,Linear,85/15,0.7756332235045283,0.6429477291167777
Rg w/no norm,pH regr out,All,1,Ridge,85/15,0.6462609490665193,1.0402153384046176
Rg w/no norm,pH regr out,Inliers,1,Ridge,85/15,0.776642251095228,0.6415003601063716
Rg w/no norm,pH regr out,All,1,Lasso,85/15,0.6453016854143383,1.0416248028044974
Rg w/no norm,pH regr out,Inliers,1,Lasso,85/15,0.7762123577307768,0.6421174064840774
Rg w/no norm,pH regr out,All,1,Kernel Ridge,85/15,0.6529559398504321,1.0303245735384527
Rg w/no norm,pH regr out,Inliers,1,Kernel Ridge,85/15,0.7779152696134429,0.6396696450897164
Rg w/no norm,pH regr out,All,1,GPR,85/15,0.22184452007939737,1.5428188638287013
Rg w/no norm,pH regr out,Inliers,1,GPR,85/15,0.25528032952521074,1.1713665152078698
Rg w/no norm,pH regr out,All,1,Linear,90/10,0.6673886480860121,1.1110056556210495
Rg w/no norm,pH regr out,Inliers,1,Linear,90/10,0.7553568059141653,0.6966024075524965
Rg w/no norm,pH regr out,All,1,Ridge,90/10,0.6549998864192652,1.1315072865931295
Rg w/no norm,pH regr out,Inliers,1,Ridge,90/10,0.7629091066372126,0.6857658252548274
Rg w/no norm,pH regr out,All,1,Lasso,90/10,0.6601711532744694,1.1229950884514732
Rg w/no norm,pH regr out,Inliers,1,Lasso,90/10,0.7589420621818084,0.691479199320293
Rg w/no norm,pH regr out,All,1,Kernel Ridge,90/10,0.6623411161888006,1.1194039273396774
Rg w/no norm,pH regr out,Inliers,1,Kernel Ridge,90/10,0.7755905798136737,0.6671737394915545
Rg w/no norm,pH regr out,All,1,GPR,90/10,0.19072226561627703,1.732991896410457
Rg w/no norm,pH regr out,Inliers,1,GPR,90/10,0.3789329607758357,1.109909689044828
Rg norm w/0.421,pH regr out,All,1,Linear,80/20,-0.0848447902180065,0.11280482225805424
Rg norm w/0.421,pH regr out,Inliers,1,Linear,80/20,0.044383171127856946,0.08344598886990333
Rg norm w/0.421,pH regr out,All,1,Ridge,80/20,-0.22764388652760248,0.1199996735092556
Rg norm w/0.421,pH regr out,Inliers,1,Ridge,80/20,0.08270327153370405,0.0817557850698518
Rg norm w/0.421,pH regr out,All,1,Lasso,80/20,-0.16439451950842643,0.11686754957381719
Rg norm w/0.421,pH regr out,Inliers,1,Lasso,80/20,0.07737856529380549,0.0819927289125844
Rg norm w/0.421,pH regr out,All,1,Kernel Ridge,80/20,-0.09396444010444571,0.11327797174916353
Rg norm w/0.421,pH regr out,Inliers,1,Kernel Ridge,80/20,0.3815275353885733,0.06713109874567243
Rg norm w/0.421,pH regr out,All,1,GPR,80/20,0.027261277069560164,0.1068173904766449
Rg norm w/0.421,pH regr out,Inliers,1,GPR,80/20,0.16741405224393568,0.07788935532623609
Rg norm w/0.421,pH regr out,All,1,Linear,85/15,0.1102514159497553,0.10821329291685251
Rg norm w/0.421,pH regr out,Inliers,1,Linear,85/15,-0.053948345352902605,0.08429383416721535
Rg norm w/0.421,pH regr out,All,1,Ridge,85/15,-0.08249800305489052,0.11936046771693387
Rg norm w/0.421,pH regr out,Inliers,1,Ridge,85/15,0.02458043093701523,0.08109272181658075
Rg norm w/0.421,pH regr out,All,1,Lasso,85/15,-0.025775346273777755,0.11619116024849055
Rg norm w/0.421,pH regr out,Inliers,1,Lasso,85/15,-0.03276396359632083,0.08344238005386713
Rg norm w/0.421,pH regr out,All,1,Kernel Ridge,85/15,0.005749964373077288,0.11439176674998815
Rg norm w/0.421,pH regr out,Inliers,1,Kernel Ridge,85/15,0.3356483002273378,0.06692450544741667
Rg norm w/0.421,pH regr out,All,1,GPR,85/15,0.01301294912351647,0.11397318566480263
Rg norm w/0.421,pH regr out,Inliers,1,GPR,85/15,0.17783350586613955,0.07445022803179475
Rg norm w/0.421,pH regr out,All,1,Linear,90/10,0.24854601481486993,0.10847384485277846
Rg norm w/0.421,pH regr out,Inliers,1,Linear,90/10,0.08242423692914902,0.0862556089793205
Rg norm w/0.421,pH regr out,All,1,Ridge,90/10,0.12419482592037301,0.11710558050966893
Rg norm w/0.421,pH regr out,Inliers,1,Ridge,90/10,0.10181535870916758,0.08533932258936221
Rg norm w/0.421,pH regr out,All,1,Lasso,90/10,0.09839769543435983,0.11881775560467467
Rg norm w/0.421,pH regr out,Inliers,1,Lasso,90/10,0.10243313953588373,0.085309968900004
Rg norm w/0.421,pH regr out,All,1,Kernel Ridge,90/10,-0.017988561727930064,0.1262540409062104
Rg norm w/0.421,pH regr out,Inliers,1,Kernel Ridge,90/10,0.41540739622692313,0.06884827082928303
Rg norm w/0.421,pH regr out,All,1,GPR,90/10,0.00027887408359561494,0.12511612140458822
Rg norm w/0.421,pH regr out,Inliers,1,GPR,90/10,0.19680408847766562,0.08070066686500829
Rg norm w/0.5,pH regr out,All,1,Linear,80/20,-0.11611296984349662,0.07548758841943727
Rg norm w/0.5,pH regr out,Inliers,1,Linear,80/20,-0.03451136941606525,0.05668881984077963
Rg norm w/0.5,pH regr out,All,1,Ridge,80/20,-0.16767835447077073,0.07721169539544111
Rg norm w/0.5,pH regr out,Inliers,1,Ridge,80/20,0.011095003299872563,0.05542517429448547
Rg norm w/0.5,pH regr out,All,1,Lasso,80/20,-0.1694850311751881,0.0772714047554452
Rg norm w/0.5,pH regr out,Inliers,1,Lasso,80/20,0.020230520916673767,0.05516857104180098
Rg norm w/0.5,pH regr out,All,1,Kernel Ridge,80/20,-0.06731561318080814,0.07381895707454224
Rg norm w/0.5,pH regr out,Inliers,1,Kernel Ridge,80/20,0.3653462255987914,0.04440155863350603
Rg norm w/0.5,pH regr out,All,1,GPR,80/20,0.027428117853490086,0.07046643957563595
Rg norm w/0.5,pH regr out,Inliers,1,GPR,80/20,0.16231517574224053,0.05101173626941894
Rg norm w/0.5,pH regr out,All,1,Linear,85/15,0.042586678546711276,0.07206394878163108
Rg norm w/0.5,pH regr out,Inliers,1,Linear,85/15,-0.13140462923770535,0.05677003338756154
Rg norm w/0.5,pH regr out,All,1,Ridge,85/15,-0.017676699933666606,0.07429733540034279
Rg norm w/0.5,pH regr out,Inliers,1,Ridge,85/15,0.009295601586652769,0.05312295433602254
Rg norm w/0.5,pH regr out,All,1,Lasso,85/15,-0.024970759863718328,0.07456311805530959
Rg norm w/0.5,pH regr out,Inliers,1,Lasso,85/15,-0.09766072571759077,0.05591704810589366
Rg norm w/0.5,pH regr out,All,1,Kernel Ridge,85/15,0.08159798962980125,0.07058050082636726
Rg norm w/0.5,pH regr out,Inliers,1,Kernel Ridge,85/15,0.29989570243585484,0.04465720579480224
Rg norm w/0.5,pH regr out,All,1,GPR,85/15,-0.004064685990959882,0.0737987777664918
Rg norm w/0.5,pH regr out,Inliers,1,GPR,85/15,0.11789076480429372,0.050126958988828574
Rg norm w/0.5,pH regr out,All,1,Linear,90/10,0.11811435950008964,0.07222817142330139
Rg norm w/0.5,pH regr out,Inliers,1,Linear,90/10,-0.049554814079750154,0.05819732949549507
Rg norm w/0.5,pH regr out,All,1,Ridge,90/10,0.08806167350660343,0.07344854868694063
Rg norm w/0.5,pH regr out,Inliers,1,Ridge,90/10,0.04620029805415882,0.0554790588808101
Rg norm w/0.5,pH regr out,All,1,Lasso,90/10,0.10417948206717731,0.07279658178618649
Rg norm w/0.5,pH regr out,Inliers,1,Lasso,90/10,-0.014846318267497827,0.05722695451213328
Rg norm w/0.5,pH regr out,All,1,Kernel Ridge,90/10,-0.022383214011001185,0.0777691477613273
Rg norm w/0.5,pH regr out,Inliers,1,Kernel Ridge,90/10,0.3105250429412566,0.04716933378379456
Rg norm w/0.5,pH regr out,All,1,GPR,90/10,-0.02483863977951639,0.07786247962103644
Rg norm w/0.5,pH regr out,Inliers,1,GPR,90/10,0.10590798897048359,0.05371450789381572
Rg norm w/0.406,pH regr out,All,1,Linear,80/20,-0.06626534007713891,0.12164081364940309
Rg norm w/0.406,pH regr out,Inliers,1,Linear,80/20,0.0795888015703975,0.08964122586091455
Rg norm w/0.406,pH regr out,All,1,Ridge,80/20,-0.1430506563391638,0.12594455869290663
Rg norm w/0.406,pH regr out,Inliers,1,Ridge,80/20,0.11592306689125276,0.08785406673300053
Rg norm w/0.406,pH regr out,All,1,Lasso,80/20,-0.16161096963831034,0.12696295522318826
Rg norm w/0.406,pH regr out,Inliers,1,Lasso,80/20,0.10783568248655051,0.08825498890817046
Rg norm w/0.406,pH regr out,All,1,Kernel Ridge,80/20,-0.08961904358993888,0.12296570746219314
Rg norm w/0.406,pH regr out,Inliers,1,Kernel Ridge,80/20,0.3925674120910577,0.07282255022252437
Rg norm w/0.406,pH regr out,All,1,GPR,80/20,0.030355191338004683,0.11599866969111301
Rg norm w/0.406,pH regr out,Inliers,1,GPR,80/20,0.1688820920248838,0.08518206419559032
Rg norm w/0.406,pH regr out,All,1,Linear,85/15,0.1301763503986404,0.11682683970366713
Rg norm w/0.406,pH regr out,Inliers,1,Linear,85/15,-0.014676574676987908,0.09065113881673824
Rg norm w/0.406,pH regr out,All,1,Ridge,85/15,-0.0772623650320392,0.13001329554028726
Rg norm w/0.406,pH regr out,Inliers,1,Ridge,85/15,0.05052276426465718,0.08769033428110029
Rg norm w/0.406,pH regr out,All,1,Lasso,85/15,-0.026946334773801928,0.12694070254583473
Rg norm w/0.406,pH regr out,Inliers,1,Lasso,85/15,0.002946085266903431,0.08986048717464087
Rg norm w/0.406,pH regr out,All,1,Kernel Ridge,85/15,0.006157845475212809,0.12487794110994009
Rg norm w/0.406,pH regr out,Inliers,1,Kernel Ridge,85/15,0.3497962771428623,0.07256616520299043
Rg norm w/0.406,pH regr out,All,1,GPR,85/15,0.018999250515600696,0.12406854597763395
Rg norm w/0.406,pH regr out,Inliers,1,GPR,85/15,0.1858348454247678,0.08120180868708392
Rg norm w/0.406,pH regr out,All,1,Linear,90/10,0.2730897622379812,0.11718087032037548
Rg norm w/0.406,pH regr out,Inliers,1,Linear,90/10,0.1191145981239825,0.0927984735534618
Rg norm w/0.406,pH regr out,All,1,Ridge,90/10,0.13334483879798953,0.1279497643527728
Rg norm w/0.406,pH regr out,Inliers,1,Ridge,90/10,0.1375815940033498,0.09182060172848983
Rg norm w/0.406,pH regr out,All,1,Lasso,90/10,0.09810086137797691,0.13052548409017936
Rg norm w/0.406,pH regr out,Inliers,1,Lasso,90/10,0.13603025586168882,0.09190314913237298
Rg norm w/0.406,pH regr out,All,1,Kernel Ridge,90/10,-0.01555902809517673,0.1385061036401119
Rg norm w/0.406,pH regr out,Inliers,1,Kernel Ridge,90/10,0.4365708561005015,0.07421655304570135
Rg norm w/0.406,pH regr out,All,1,GPR,90/10,0.0062561866479233785,0.13701040354475894
Rg norm w/0.406,pH regr out,Inliers,1,GPR,90/10,0.21408474863664617,0.08765344395877644
Rg w/no norm,buffer regr out,All,1,Linear,80/20,0.25140489407641764,1.3698987160385239
Rg w/no norm,buffer regr out,Inliers,1,Linear,80/20,0.2677962539203209,1.1202803364532836
Rg w/no norm,buffer regr out,All,1,Ridge,80/20,0.2759279897052175,1.3472737455687582
Rg w/no norm,buffer regr out,Inliers,1,Ridge,80/20,0.32261268702681667,1.077529748637671
Rg w/no norm,buffer regr out,All,1,Lasso,80/20,0.3050322138403868,1.3199190713344628
Rg w/no norm,buffer regr out,Inliers,1,Lasso,80/20,0.24550971072523597,1.1372018752657904
Rg w/no norm,buffer regr out,All,1,Kernel Ridge,80/20,0.26806527654227263,1.3545690310754224
Rg w/no norm,buffer regr out,Inliers,1,Kernel Ridge,80/20,0.33741486256970754,1.0656917037475875
Rg w/no norm,buffer regr out,All,1,GPR,80/20,0.011648526265092274,1.5740577934214142
Rg w/no norm,buffer regr out,Inliers,1,GPR,80/20,-0.06111744680891662,1.3486289171341452
Rg w/no norm,buffer regr out,All,1,Linear,85/15,0.1794659045873448,1.4942015054868087
Rg w/no norm,buffer regr out,Inliers,1,Linear,85/15,0.07591091840837372,1.1586649818727417
Rg w/no norm,buffer regr out,All,1,Ridge,85/15,0.2178552552840307,1.4588291056717007
Rg w/no norm,buffer regr out,Inliers,1,Ridge,85/15,0.07607904452632319,1.1585595749858326
Rg w/no norm,buffer regr out,All,1,Lasso,85/15,0.2613877408225045,1.4176502849543644
Rg w/no norm,buffer regr out,Inliers,1,Lasso,85/15,0.07732938660330257,1.1577753703389302
Rg w/no norm,buffer regr out,All,1,Kernel Ridge,85/15,0.2121859466453162,1.4641066578653141
Rg w/no norm,buffer regr out,Inliers,1,Kernel Ridge,85/15,0.12172629812060476,1.1295771577732416
Rg w/no norm,buffer regr out,All,1,GPR,85/15,-0.014389217874364313,1.6613577659537562
Rg w/no norm,buffer regr out,Inliers,1,GPR,85/15,-0.002394226643023023,1.2067581495594804
Rg w/no norm,buffer regr out,All,1,Linear,90/10,0.21363362342120318,1.600768362787715
Rg w/no norm,buffer regr out,Inliers,1,Linear,90/10,0.030948177082939066,1.2754871384507271
Rg w/no norm,buffer regr out,All,1,Ridge,90/10,0.25528582965312385,1.5577968933093516
Rg w/no norm,buffer regr out,Inliers,1,Ridge,90/10,0.031187139277425224,1.2753298651291243
Rg w/no norm,buffer regr out,All,1,Lasso,90/10,0.3170422084152159,1.4918080853311781
Rg w/no norm,buffer regr out,Inliers,1,Lasso,90/10,0.032944073188513,1.2741729404225761
Rg w/no norm,buffer regr out,All,1,Kernel Ridge,90/10,0.24896639604320803,1.564392442576734
Rg w/no norm,buffer regr out,Inliers,1,Kernel Ridge,90/10,0.16651223100683032,1.1829113472679114
Rg w/no norm,buffer regr out,All,1,GPR,90/10,-0.03832481168054924,1.8394273540510675
Rg w/no norm,buffer regr out,Inliers,1,GPR,90/10,-0.1785547169501458,1.4066221678923216
Rg norm w/0.421,buffer regr out,All,1,Linear,80/20,0.07223702865262505,0.12230220496607862
Rg norm w/0.421,buffer regr out,Inliers,1,Linear,80/20,0.037546849316169584,0.10835025209405054
Rg norm w/0.421,buffer regr out,All,1,Ridge,80/20,0.009790707007620414,0.12635117014562267
Rg norm w/0.421,buffer regr out,Inliers,1,Ridge,80/20,0.03803257566339613,0.1083229077948009
Rg norm w/0.421,buffer regr out,All,1,Lasso,80/20,0.05666590083883993,0.12332426508288874
Rg norm w/0.421,buffer regr out,Inliers,1,Lasso,80/20,0.06325264744809855,0.10689351640838006
Rg norm w/0.421,buffer regr out,All,1,Kernel Ridge,80/20,-0.1262434578201892,0.13475097306926304
Rg norm w/0.421,buffer regr out,Inliers,1,Kernel Ridge,80/20,-0.02415210912146848,0.1117692556568135
Rg norm w/0.421,buffer regr out,All,1,GPR,80/20,0.014132925873734381,0.12607383118635299
Rg norm w/0.421,buffer regr out,Inliers,1,GPR,80/20,-0.3356476272672777,0.12763978833263914
Rg norm w/0.421,buffer regr out,All,1,Linear,85/15,0.13445685999346202,0.12497230014200167
Rg norm w/0.421,buffer regr out,Inliers,1,Linear,85/15,-0.0671613838729892,0.10648803277217686
