Normalization,Regressing out,Points,Model,PCA Components,Regression Type,Test Split,Test R2 Score,RMSE Score,Seed
Rg norm w/0.427,buffer regr out,All,ProtBERT,50,Lasso,90/10,0.0107065090166762,0.0836723707624183,1
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,Lasso,90/10,0.0107065075963007,0.0836723708224845,1
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Ridge,85/15,-0.1367210618771885,0.083727050787643,3
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Kernel Ridge,85/15,0.1204422538557487,0.0837352459777804,3
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,20,Linear,90/10,0.2954716881803398,0.0837473561701499,1
Rg norm w/0.418,No regr out,Inliers,ProtBERT,20,Linear,90/10,0.2954199559065346,0.0837546524707216,1
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,GPR,80/20,0.4596867896002977,0.0837605491457937,1
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Ridge,90/10,-0.0003563164785604,0.0837961388469969,2
Rg norm w/0.427,No regr out,Inliers,ProtBERT,190,Ridge,90/10,-0.000359664871282,0.0837962903960045,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,Kernel Ridge,80/20,-0.0238917439300989,0.0837985195548822,3
Rg norm w/0.418,No regr out,Inliers,ProtBERT,50,Ridge,80/20,0.1514594305163646,0.0838083095521742,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,50,Ridge,80/20,0.151437839674885,0.0838108398274294,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,Linear,85/15,-0.9172547680773462,0.0838313366811604,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,GPR,80/20,0.1834936376766257,0.0838316605435732,1
Rg norm w/0.5,No regr out,Inliers,ProtBERT,190,Linear,85/15,-0.9174581229383216,0.0838337180300801,4
Rg norm w/0.418,pH regr out,All,ProtBERT,10,Kernel Ridge,90/10,-0.0740877651077582,0.0838831875066271,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Lasso,80/20,0.0732672637320834,0.0838901667198875,4
Rg norm w/0.418,No regr out,All,ProtBERT,190,Ridge,80/20,0.0619745072419504,0.0838916192394662,1
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Lasso,80/20,0.0732344685655063,0.0838931613903061,4
Rg norm w/0.5,pH regr out,All,ProtBERT,190,Ridge,80/20,0.0618844635103728,0.0838989729430835,1
Rg norm w/0.418,pH regr out,All,ProtBERT,20,Kernel Ridge,90/10,-0.0760554478003239,0.0839599875490119,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,80/20,0.148195921318927,0.083970786201056,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,20,Lasso,85/15,0.0593480557330389,0.0839826861547356,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,20,Lasso,85/15,0.0593286231406354,0.0839854496403217,4
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Kernel Ridge,85/15,0.2420206356649721,0.0840092129320889,3
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,GPR,85/15,-0.1446257383998219,0.0840176623850665,3
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Lasso,80/20,-0.0299004353762772,0.0840440449663626,3
Rg norm w/0.418,pH regr out,All,ProtBERT,10,Kernel Ridge,85/15,0.3065335730028995,0.0840872742756496,3
Rg norm w/0.418,pH regr out,All,ProtBERT,50,Kernel Ridge,90/10,-0.0801064375079392,0.084117879754607,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,Kernel Ridge,80/20,0.1451041410721291,0.0841215724078489,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,-0.0320771144802847,0.084132811003164,3
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,GPR,85/15,-0.1496829366022878,0.0842030617138814,3
Rg norm w/0.418,No regr out,All,ProtBERT,100,Ridge,80/20,0.0547310880404805,0.0842149012761874,1
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,85/15,0.1837622660083576,0.08421899662698,3
Rg norm w/0.5,pH regr out,All,ProtBERT,100,Ridge,80/20,0.0546406605441245,0.0842222694397006,1
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,Ridge,90/10,-0.0024039280326211,0.0842249726223224,1
Rg norm w/0.5,buffer regr out,All,ProtBERT,10,Lasso,85/15,-0.1456293275740456,0.0842487109862937,1
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Lasso,85/15,-0.1456293300408713,0.0842487110769979,1
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Lasso,85/15,-0.1456293303762881,0.0842487110893311,1
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Lasso,85/15,-0.1456293303766327,0.0842487110893437,1
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Lasso,85/15,-0.1456294537319329,0.0842487156250712,1
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Kernel Ridge,90/10,0.3163608722085682,0.0842709654139216,3
Rg norm w/0.5,No regr out,All,ProtBERT,10,Kernel Ridge,90/10,-0.0840940814346022,0.0842759340753567,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,GPR,85/15,-0.152248184839324,0.0842969490777984,3
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,GPR,85/15,-0.1523340071749348,0.0843000883434717,3
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Kernel Ridge,90/10,0.4627648263485246,0.0843362378699071,2
Rg norm w/0.418,pH regr out,All,ProtBERT,20,Kernel Ridge,85/15,0.3017723383994949,0.084375445679563,3
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Linear,85/15,-0.1569192717696859,0.084467641523172,3
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Lasso,80/20,-0.0408228535222323,0.0844885263775673,3
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,Lasso,80/20,-0.0409168126878265,0.0844923398470077,3
Rg norm w/0.5,buffer regr out,All,ProtBERT,10,Kernel Ridge,80/20,0.169752422616629,0.0845341306466988,1
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,100,GPR,85/15,0.1414524135449344,0.0845597557812791,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Ridge,80/20,-0.0443889864216271,0.0846331425688508,3
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,GPR,80/20,0.1675959755072172,0.0846438419966584,1
Rg norm w/0.418,pH regr out,All,ProtBERT,190,Kernel Ridge,80/20,0.1908563227774371,0.0846547055092057,3
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,80/20,0.0559793541714914,0.0846705479202928,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,GPR,85/15,-0.1632168127426874,0.0846972238826664,3
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,GPR,90/10,0.0938927898472933,0.0847635523170082,4
Rg norm w/0.427,No regr out,All,ProtBERT,10,Kernel Ridge,90/10,-0.4792693911296342,0.0847678185958886,1
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Linear,80/20,0.0534415890097608,0.0847827530354472,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Linear,80/20,0.0534075912956558,0.0847858020042429,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Ridge,80/20,0.0533314530604304,0.0847876853023216,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Ridge,80/20,0.0533011728251346,0.0847905677945193,4
Rg norm w/0.418,pH regr out,All,ProtBERT,10,GPR,90/10,-0.0976465346257269,0.0847981339833379,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Kernel Ridge,85/15,0.0366847471697273,0.084853057173138,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Kernel Ridge,80/20,-0.04989701898501,0.0848560236506681,3
Rg norm w/0.5,No regr out,Inliers,ProtBERT,190,Linear,80/20,-0.8880455173441839,0.0848726483876358,2
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,Linear,80/20,-0.8881119433965023,0.0848739143175493,2
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Ridge,85/15,-0.631282709068135,0.0848845780770214,1
Rg norm w/0.427,buffer regr out,Inliers,ProtBERT,50,Kernel Ridge,85/15,0.2601024851320529,0.0848869520244616,1
Rg norm w/0.418,No regr out,All,ProtBERT,10,Ridge,85/15,-0.6314664458164589,0.0848878924913053,1
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,Ridge,80/20,0.1284492177955531,0.0849370403375174,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,50,GPR,80/20,0.4937361490274368,0.0849390622107641,1
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,190,Ridge,80/20,0.1284338579639184,0.0849392725372058,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,20,Linear,90/10,0.0901049399703831,0.0849405384168925,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,20,Linear,90/10,0.0900747968533469,0.0849437593870626,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Ridge,85/15,0.034390506367366,0.084954040508679,2
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Ridge,85/15,0.0343815328332256,0.084954065967738,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Lasso,90/10,-0.2341448418731924,0.0849925763138841,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Lasso,90/10,-0.2341448987391374,0.0849925782719943,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Lasso,90/10,-0.2341448987393291,0.0849925782720009,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Lasso,90/10,-0.234144898840628,0.084992578275489,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,10,Lasso,90/10,-0.2341449004224023,0.0849925783299554,2
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,50,GPR,80/20,0.1272528333336301,0.0849968019705847,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Ridge,90/10,-0.0297916345767865,0.0850200445337123,2
Rg norm w/0.427,No regr out,Inliers,ProtBERT,100,Ridge,90/10,-0.029792699813566,0.0850200999799582,2
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Kernel Ridge,85/15,0.0324658916506809,0.0850382922326883,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Kernel Ridge,80/20,0.1579211808624162,0.0851343165733854,1
Rg norm w/0.5,No regr out,Inliers,ProtBERT,50,GPR,85/15,-0.7922039883480236,0.0851625695972303,3
Rg norm w/0.427,buffer regr out,Inliers,ProtBERT,190,Kernel Ridge,85/15,0.2549219322983977,0.0851836108475195,1
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,GPR,85/15,0.0289382477982097,0.0851931766270996,2
Rg norm w/0.427,No regr out,Inliers,ProtBERT,100,GPR,80/20,0.4408667290571298,0.0852088432694384,1
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,Kernel Ridge,90/10,-0.0264985236705828,0.0852312117852221,1
Rg norm w/0.427,buffer regr out,Inliers,ProtBERT,190,Lasso,90/10,0.2208979099519895,0.0852342718130615,1
Rg norm w/0.418,No regr out,Inliers,ProtBERT,20,Lasso,90/10,0.0835615091408961,0.0852454125104667,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,20,Lasso,90/10,0.0835280914922083,0.085248787255706,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,190,GPR,80/20,0.1211915769536849,0.0852914440057788,4
Rg norm w/0.427,buffer regr out,Inliers,ProtBERT,100,Lasso,90/10,0.219261716325247,0.0853237251921235,1
Rg norm w/0.418,pH regr out,All,ProtBERT,50,Kernel Ridge,85/15,0.2848715826255472,0.0853905031930963,3
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,GPR,90/10,0.3954575530763105,0.0853969348115255,2
Rg norm w/0.418,No regr out,Inliers,ProtBERT,20,Ridge,90/10,0.079944397501079,0.0854134753565792,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,20,Ridge,90/10,0.0799211277016758,0.0854163795916143,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,GPR,80/20,0.4879966504034019,0.0854191811170904,1
Rg norm w/0.427,buffer regr out,Inliers,ProtBERT,100,Kernel Ridge,85/15,0.2500930453976995,0.0854592045802751,1
Rg norm w/0.418,No regr out,Inliers,ProtBERT,20,Ridge,85/15,0.0256974925424252,0.0854716706070401,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,20,Ridge,85/15,0.0256793161429709,0.0854743974943349,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,GPR,80/20,0.4371407179788198,0.0854902602521684,1
Rg norm w/0.418,No regr out,Inliers,ProtBERT,20,Kernel Ridge,80/20,0.1169389385077785,0.0854960681908129,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,20,Linear,85/15,0.0250175431783237,0.0855014900273708,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,20,Linear,85/15,0.0249955276585612,0.0855043856484959,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Ridge,90/10,-0.0271154167060729,0.0855878751298123,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Ridge,90/10,-0.0271055987054342,0.0855895098203643,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Linear,85/15,-0.1891090924038292,0.0856346821933958,3
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,GPR,85/15,0.0216734522154753,0.0856479952308433,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,190,Ridge,85/15,0.1186301788313672,0.0856762840623927,2
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,Ridge,85/15,0.1186323767495868,0.0856765843491893,2
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Lasso,80/20,-0.8224337136074278,0.0857061290237246,3
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Lasso,80/20,-0.8224337136074278,0.0857061290237246,3
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Lasso,80/20,-0.8224337136074278,0.0857061290237246,3
Rg norm w/0.5,pH regr out,All,ProtBERT,100,Lasso,80/20,-0.8224337136074278,0.0857061290237246,3
Rg norm w/0.5,pH regr out,All,ProtBERT,190,Lasso,80/20,-0.8224337136074278,0.0857061290237246,3
Rg norm w/0.418,No regr out,All,ProtBERT,190,Lasso,80/20,-0.8223001385062509,0.0857078302697006,3
Rg norm w/0.418,No regr out,All,ProtBERT,100,Lasso,80/20,-0.8223001385062509,0.0857078302697006,3
Rg norm w/0.418,No regr out,All,ProtBERT,20,Lasso,80/20,-0.8223001385062509,0.0857078302697006,3
Rg norm w/0.418,No regr out,All,ProtBERT,10,Lasso,80/20,-0.8223001385062509,0.0857078302697006,3
Rg norm w/0.418,No regr out,All,ProtBERT,50,Lasso,80/20,-0.8223001385062509,0.0857078302697006,3
Rg norm w/0.427,No regr out,All,ProtBERT,10,Kernel Ridge,85/15,-0.0455039887635797,0.0857293758738021,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Ridge,85/15,-0.186462636908129,0.0857369908059923,1
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,Kernel Ridge,90/10,0.0691749179537867,0.0857405283974769,2
Rg norm w/0.418,pH regr out,All,ProtBERT,20,GPR,85/15,0.2788983857261685,0.0857463788854498,3
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,20,Ridge,90/10,0.261377138686608,0.0857498271542731,1
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,GPR,85/15,0.1536974536012046,0.085756007346423,3
Rg norm w/0.418,No regr out,Inliers,ProtBERT,20,Ridge,90/10,0.261336450759582,0.0857565114879145,1
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,85/15,0.1168408554425087,0.0857632083289616,2
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,80/20,0.1107364875981981,0.0857972955100235,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,80/20,0.1515076689440017,0.0858041026934559,2
Rg norm w/0.427,buffer regr out,All,ProtBERT,190,GPR,90/10,-0.0405374870915595,0.0858120671783932,1
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Kernel Ridge,85/15,0.2025212699429655,0.0858369578513565,2
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,GPR,80/20,0.431883185558191,0.0858886041280469,1
Rg norm w/0.418,pH regr out,All,ProtBERT,100,GPR,85/15,0.2764540958647951,0.085891581511465,3
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,Lasso,85/15,0.0146806886526317,0.0859535423788503,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,50,Lasso,85/15,0.0146784269353483,0.0859536410283432,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Linear,80/20,-0.7903452560635376,0.0859537927344522,2
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,190,Lasso,85/15,0.0146477013893639,0.08595692168828,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,50,Lasso,85/15,0.0146454398704021,0.0859570203296985,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,100,GPR,80/20,0.1070458810435991,0.0859751484208961,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,100,Kernel Ridge,80/20,0.1069368255144919,0.0859788963438469,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,20,GPR,90/10,-1.6162515241074047,0.0859850998142265,2
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Linear,90/10,-0.0367091632104992,0.0859866618102278,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Linear,90/10,-0.0366964831523126,0.0859881892248538,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,100,Ridge,80/20,0.1061976571235642,0.0860144703879876,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,100,Ridge,80/20,0.1061815523366234,0.0860167478792752,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,Kernel Ridge,90/10,0.3864158810494388,0.0860331725390934,2
Rg norm w/0.418,No regr out,Inliers,ProtBERT,10,Kernel Ridge,85/15,0.0127572912522865,0.0860373944950644,4
Rg norm w/0.418,pH regr out,All,ProtBERT,100,Kernel Ridge,85/15,0.2735334959458922,0.0860647580228627,3
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,50,Linear,85/15,0.0101953507219239,0.0861509025667228,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,50,Linear,85/15,0.010086257284207,0.0861537050898838,4
Rg norm w/0.418,pH regr out,All,ProtBERT,190,GPR,85/15,0.2709028716084106,0.0862204427356732,3
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,50,GPR,85/15,0.1067738963298677,0.0862506223360185,2
Rg norm w/0.418,No regr out,Inliers,ProtBERT,20,Kernel Ridge,85/15,0.1066856510724512,0.0862552926113549,2
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,GPR,80/20,0.0193844385178845,0.0862960692767746,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,190,Kernel Ridge,90/10,-0.0524493748366119,0.0863018500578773,1
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Ridge,85/15,0.1420491847962467,0.0863441512122075,3
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Ridge,85/15,0.1420027451388824,0.0863452344057849,3
Rg norm w/0.427,buffer regr out,Inliers,ProtBERT,50,Ridge,85/15,0.2339737204561034,0.0863727983076326,1
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Linear,90/10,-0.8263576266694088,0.0863921361301274,2
Rg norm w/0.418,No regr out,All,ProtBERT,20,Linear,90/10,-0.8262378877259176,0.0863999612654034,2
Rg norm w/0.427,No regr out,All,ProtBERT,20,Kernel Ridge,90/10,0.0931434405069954,0.086408367927309,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Ridge,80/20,-0.090273928737274,0.086472325604125,3
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,90/10,0.0532139864189242,0.086472478437073,2
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,100,Ridge,85/15,0.1021496722903738,0.0864735935024369,2
Rg norm w/0.418,No regr out,Inliers,ProtBERT,100,Ridge,85/15,0.102153829574024,0.0864738042072267,2
Rg norm w/0.418,No regr out,Inliers,ProtBERT,50,Lasso,90/10,0.0560681653200253,0.0865146534646422,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,50,Lasso,90/10,0.0560180453597574,0.0865187979262403,4
Rg norm w/0.427,No regr out,All,ProtBERT,50,Kernel Ridge,85/15,-0.0659269715067691,0.0865626494764682,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,GPR,90/10,0.377996353317713,0.0866214298561081,2
Rg norm w/0.418,pH regr out,All,ProtBERT,50,GPR,80/20,0.1520827684720213,0.0866592670308424,3
Rg norm w/0.427,buffer regr out,All,ProtBERT,20,GPR,90/10,0.3771574228990607,0.0866798257079866,2
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,GPR,80/20,0.2415461770286298,0.0867129173378485,3
Rg norm w/0.427,pH regr out,All,ProtBERT,50,GPR,85/15,0.1919419966189161,0.0867400149729606,3
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,GPR,85/15,-0.0966962383536105,0.0867587740164968,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,190,Lasso,80/20,0.0082746933043297,0.086781969687888,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,100,Lasso,80/20,0.0082746926462944,0.086781969716679,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Lasso,80/20,0.0082743967230356,0.0867819826642166,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Lasso,80/20,0.0082437982770903,0.0867848838214555,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Lasso,80/20,0.0082437976191216,0.0867848838502437,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Lasso,80/20,0.0082435018431005,0.0867848967913706,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Linear,85/15,0.13326176793887,0.0867852074480771,3
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Linear,80/20,-0.0982079695158302,0.0867863894829912,3
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Linear,85/15,0.1331932646902123,0.0867873769072427,3
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,190,GPR,80/20,0.47108529805505,0.0868163232814922,1
Rg norm w/0.418,pH regr out,All,ProtBERT,10,Linear,90/10,-0.414863399328863,0.0868173692982149,1
Rg norm w/0.5,No regr out,All,ProtBERT,10,Linear,90/10,-0.4148747015741751,0.0868254825499714,1
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Lasso,90/10,0.1650763981958011,0.0868462278279339,1
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Lasso,90/10,0.1650152564912307,0.0868538589175961,1
Rg norm w/0.427,buffer regr out,All,ProtBERT,50,GPR,90/10,0.3746504373939495,0.0868540967409212,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Kernel Ridge,80/20,0.1226498574962257,0.0868989957765949,1
Rg norm w/0.418,No regr out,All,ProtBERT,50,Ridge,80/20,-0.0065426408478048,0.0869015145025653,1
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Ridge,80/20,-0.0065687873743289,0.0869060897573262,1
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Kernel Ridge,90/10,0.1639741110033818,0.0869079912433557,1
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Linear,80/20,0.0052527010438081,0.086915655173207,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Linear,80/20,0.0051954092931021,0.0869165932668404,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Ridge,85/15,-0.0108091522814621,0.0869192500837092,2
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Ridge,85/15,-0.0108252978103624,0.0869203220860229,2
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,0.0049837250452403,0.0869258402562368,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,GPR,80/20,0.1288668842960936,0.0869413451081482,2
Rg norm w/0.427,No regr out,Inliers,ProtBERT,100,GPR,85/15,-0.1031751330230448,0.0870146667644054,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,100,GPR,80/20,0.4682992369056157,0.0870446756986639,1
Rg norm w/0.418,pH regr out,All,ProtBERT,10,Kernel Ridge,90/10,0.3369027645533026,0.0870468889568466,3
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Kernel Ridge,90/10,0.011964094428469,0.0870596590178596,1
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,0.2354406811618701,0.0870612339728616,3
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Lasso,85/15,-0.0153910219229544,0.0871160243140783,2
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Lasso,85/15,-0.0153910230302842,0.0871160243615803,2
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Lasso,85/15,-0.0153938509026534,0.0871161456709188,2
Rg norm w/0.427,No regr out,Inliers,ProtBERT,190,Lasso,85/15,-0.0153968627745852,0.0871166535565603,2
Rg norm w/0.427,No regr out,Inliers,ProtBERT,100,Lasso,85/15,-0.015396863882171,0.0871166536040733,2
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Lasso,85/15,-0.0153996917303622,0.087116774912553,2
Rg norm w/0.427,No regr out,All,ProtBERT,50,Kernel Ridge,90/10,0.0781965058799484,0.0871175549471327,2
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Lasso,85/15,-0.0156461766251856,0.0871269691946871,2
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Lasso,85/15,-0.0156519098522507,0.0871275938369887,2
Rg norm w/0.418,pH regr out,All,ProtBERT,20,Kernel Ridge,90/10,0.3354605314538549,0.0871415008091024,3
Rg norm w/0.418,pH regr out,All,ProtBERT,50,Kernel Ridge,90/10,0.3354074910639898,0.0871449783504464,3
Rg norm w/0.418,pH regr out,All,ProtBERT,100,Kernel Ridge,90/10,0.3354074907389369,0.0871449783717577,3
Rg norm w/0.418,No regr out,Inliers,ProtBERT,50,Kernel Ridge,85/15,0.0879041875876177,0.0871573121900333,2
Rg norm w/0.427,No regr out,All,ProtBERT,100,Kernel Ridge,90/10,0.0770731250213171,0.0871706228708462,2
Rg norm w/0.427,No regr out,All,ProtBERT,190,Kernel Ridge,90/10,0.076611815755284,0.0871924055242199,2
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,85/15,-0.014002138451618,0.0871975981424261,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,50,Linear,90/10,-0.887484028436687,0.0872161846421468,3
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,Linear,90/10,-0.8876877546001292,0.0872177228920846,3
Rg norm w/0.427,pH regr out,All,ProtBERT,10,GPR,80/20,0.0587381745823739,0.0872419649230521,3
Rg norm w/0.427,No regr out,All,ProtBERT,10,Kernel Ridge,90/10,0.074080688131452,0.0873118266292186,2
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Kernel Ridge,85/15,0.1223204975210295,0.0873299882261826,3
Rg norm w/0.427,No regr out,Inliers,ProtBERT,190,Ridge,85/15,0.1196383715633986,0.0874633235456126,3
