Normalization,Regressing out,Points,Model,LayerGroup,PCA Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg norm w/0.418,No regr out,All,ProtBERT,high,10,GPR,90/10,-6.755110718672091,0.13723066335752643
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,10,Linear,80/20,0.09118044297495498,0.11380408062280202
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,10,Ridge,80/20,0.08609311242158413,0.1141221586269056
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,10,Lasso,80/20,0.021648906488491826,0.11807728806826093
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.10307967840416965,0.11305660363856224
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,10,GPR,80/20,-0.3879393920647911,0.14063850901438696
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,10,Linear,85/15,0.04882574439587761,0.10715821552551888
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,10,Ridge,85/15,0.06703942283432285,0.10612729026748183
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,10,Lasso,85/15,0.025850031824474984,0.10844470197044785
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,0.1125271587652753,0.10350777306036481
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,10,GPR,85/15,-0.9215593485599851,0.15230786502716365
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,10,Linear,90/10,0.12573005233114565,0.0932967567518065
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.11606593738556659,0.09381098729418369
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.01599617010543275,0.09897879587024735
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,90/10,0.15460704908001321,0.09174303070467642
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,10,GPR,90/10,0.37758262959238165,0.07871991634650366
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Linear,80/20,0.35604149097138593,1.8966167476122866
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Ridge,80/20,0.31824371134894613,1.9514849863433772
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Lasso,80/20,0.3157505070414067,1.9550500510837645
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Kernel Ridge,80/20,0.6748787782590048,1.3476381511831301
Rg w/no norm,pH regr out,All,ProtBERT,high,10,GPR,80/20,0.8393687719201267,0.9472522116295645
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Linear,85/15,-0.3051848576885341,1.54164369119092
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Ridge,85/15,-0.2598790737943917,1.5146504839643713
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Lasso,85/15,-0.20023302782054153,1.4783619746996435
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.4927392920446104,0.9610890040356845
Rg w/no norm,pH regr out,All,ProtBERT,high,10,GPR,85/15,0.4803648299696295,0.9727410987474236
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Linear,90/10,-0.2604968149026814,1.1190683766966656
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Ridge,90/10,-0.25323865328341744,1.1158418292944572
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Lasso,90/10,-0.16811920087927845,1.077281813932247
Rg w/no norm,pH regr out,All,ProtBERT,high,10,Kernel Ridge,90/10,0.17410446498170973,0.9058333502834192
Rg w/no norm,pH regr out,All,ProtBERT,high,10,GPR,90/10,0.16193968594984565,0.9124800640381289
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Linear,80/20,0.12839012092540392,1.5330370467411432
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Ridge,80/20,0.1821170707712093,1.4850365742688663
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Lasso,80/20,0.15094025603330374,1.5130758623222151
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.30869637367283465,1.3652934146981615
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,GPR,80/20,0.5664938661619342,1.0811580875365587
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Linear,85/15,0.01462390875380648,1.5143800524979252
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Ridge,85/15,0.03944001464128577,1.4951890770228535
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Lasso,85/15,0.02134727329862951,1.5092047916997
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,0.10618447870453329,1.4423073483266884
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,GPR,85/15,0.40346495250138736,1.1782890787622617
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Linear,90/10,0.25945394378768505,1.3082493543762284
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.265526772140658,1.3028741798277712
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.25945391175978527,1.3082493826664867
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,90/10,0.5207597689764849,1.052424929087699
Rg w/no norm,pH regr out,Inliers,ProtBERT,high,10,GPR,90/10,0.8268955571895915,0.6325117527261439
Rg norm w/0.427,pH regr out,All,ProtBERT,high,10,Linear,80/20,-0.10276945265784221,0.1346530180602443
Rg norm w/0.427,pH regr out,All,ProtBERT,high,10,Ridge,80/20,-0.08660390790265549,0.13366243221105717
Rg norm w/0.427,pH regr out,All,ProtBERT,high,10,Lasso,80/20,-0.045303771596171716,0.13109767420268129
Rg norm w/0.427,pH regr out,All,ProtBERT,high,10,Kernel Ridge,80/20,0.482771161782671,0.09221787146744263
Rg norm w/0.427,pH regr out,All,ProtBERT,high,10,GPR,80/20,0.4335874224511018,0.09650285735141832
Rg norm w/0.427,pH regr out,All,ProtBERT,high,10,Linear,85/15,-0.7529312638915415,0.12342840411110659
Rg norm w/0.427,pH regr out,All,ProtBERT,high,10,Ridge,85/15,-0.6543087286016107,0.11990600981330322
Rg norm w/0.427,pH regr out,All,ProtBERT,high,10,Lasso,85/15,-0.26073758703693684,0.10467549438847806
Rg norm w/0.427,pH regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.35908455029286046,0.07463336801370128
Rg norm w/0.427,pH regr out,All,ProtBERT,high,10,GPR,85/15,-0.013880120789680594,0.09386981766379059
Rg norm w/0.427,pH regr out,All,ProtBERT,high,10,Linear,90/10,-0.4970233072164276,0.08526748497566959
Rg norm w/0.427,pH regr out,All,ProtBERT,high,10,Ridge,90/10,-0.2928300706529976,0.07923916581816126
Rg norm w/0.427,pH regr out,All,ProtBERT,high,10,Lasso,90/10,-0.10417561747998594,0.07322986757234479
Rg norm w/0.427,pH regr out,All,ProtBERT,high,10,Kernel Ridge,90/10,0.3416693051195199,0.05654461152668275
Rg norm w/0.427,pH regr out,All,ProtBERT,high,10,GPR,90/10,-0.47381280950932436,0.08460389075664247
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,high,10,Linear,80/20,0.09254131952756395,0.10855008119914457
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,high,10,Ridge,80/20,0.08594818898482448,0.10894370221031818
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,high,10,Lasso,80/20,0.01586721608366637,0.11304297349835121
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.4220353588944463,0.0866298092068884
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,high,10,GPR,80/20,0.4140007568651527,0.08722987508156627
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,high,10,Linear,85/15,0.055811165811549546,0.10208186609722439
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,high,10,Ridge,85/15,0.07137438540948282,0.10123705425820805
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,high,10,Lasso,85/15,0.02174331802056595,0.10390718562792463
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,0.21332127992476313,0.09317896275180869
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,high,10,GPR,85/15,0.2178642675047523,0.09290952379613619
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,high,10,Linear,90/10,0.12890478533388883,0.08870751320994824
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.11846381634474512,0.08923755490159266
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.006696665200174312,0.09472585574948096
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,90/10,0.5820173363603728,0.06144785470713739
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,high,10,GPR,90/10,0.590139924732528,0.06084787254003681
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Linear,80/20,-0.1626399278553594,0.09340090771506863
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Ridge,80/20,-0.13576563279472342,0.09231512067445988
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Lasso,80/20,-0.034129153919700395,0.0880878217976161
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Kernel Ridge,80/20,0.38403881512702087,0.06798375568282426
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,GPR,80/20,0.2989697930970463,0.07252652110141983
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Linear,85/15,-0.656490216306393,0.0855379062171135
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Ridge,85/15,-0.5656829416814764,0.08316030774716276
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Lasso,85/15,-0.14098711628404503,0.07099120503497897
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.27619618929492695,0.05654244841846759
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,GPR,85/15,-0.07826453275113554,0.06901235346428183
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Linear,90/10,-0.4707207760729366,0.059757468462676766
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Ridge,90/10,-0.2706766887089753,0.05554495362438508
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Lasso,90/10,-0.07602877001435493,0.051113899986333027
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,Kernel Ridge,90/10,0.3405370340892504,0.040014950402747294
Rg norm w/0.5,pH regr out,All,ProtBERT,high,10,GPR,90/10,-0.49225318013336694,0.06019332498585503
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Linear,80/20,0.11831211978222567,0.07557929935638448
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Ridge,80/20,0.10269985395120607,0.07624551378506554
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Lasso,80/20,-0.011431621254208046,0.08094941036146103
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.4304451350463877,0.060745373816130786
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,GPR,80/20,0.42030334074018016,0.06128381951206971
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Linear,85/15,0.12364234958786902,0.07067933504256958
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Ridge,85/15,0.12096202135915679,0.07078733842740667
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Lasso,85/15,-0.0012375125905632611,0.07554753875413844
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,0.2581143872709535,0.06503097094589598
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,GPR,85/15,0.25080581479161057,0.06535050723362372
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Linear,90/10,0.19003402327102425,0.05991553954481082
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.1746564166809168,0.06048162845522344
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.11645548967715857,0.06257780170746911
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,90/10,0.5793970337235734,0.043175984777926994
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,GPR,90/10,0.57785181115033,0.04325522261945387
Rg norm w/0.418,pH regr out,All,ProtBERT,high,10,Linear,80/20,-0.09144998109889158,0.1411524494449918
Rg norm w/0.418,pH regr out,All,ProtBERT,high,10,Ridge,80/20,-0.07692021371767876,0.14020976598610943
Rg norm w/0.418,pH regr out,All,ProtBERT,high,10,Lasso,80/20,-0.04064800912461153,0.1378283093431637
Rg norm w/0.418,pH regr out,All,ProtBERT,high,10,Kernel Ridge,80/20,0.4942311950706718,0.09608653217515398
Rg norm w/0.418,pH regr out,All,ProtBERT,high,10,GPR,80/20,0.45062349344537367,0.10014321774575784
Rg norm w/0.418,pH regr out,All,ProtBERT,high,10,Linear,85/15,-0.757056526801066,0.12936728171100983
Rg norm w/0.418,pH regr out,All,ProtBERT,high,10,Ridge,85/15,-0.6582943713331944,0.12567890822297412
Rg norm w/0.418,pH regr out,All,ProtBERT,high,10,Lasso,85/15,-0.277756049684996,0.1103203316903724
Rg norm w/0.418,pH regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.3688895186660641,0.0775325883030264
Rg norm w/0.418,pH regr out,All,ProtBERT,high,10,GPR,85/15,-0.0026242113094492314,0.09772387507586792
Rg norm w/0.418,pH regr out,All,ProtBERT,high,10,Linear,90/10,-0.4961788817353108,0.08927731615728673
Rg norm w/0.418,pH regr out,All,ProtBERT,high,10,Ridge,90/10,-0.29265767622608974,0.08298338200359914
Rg norm w/0.418,pH regr out,All,ProtBERT,high,10,Lasso,90/10,-0.10796060353448156,0.07682658430011546
Rg norm w/0.418,pH regr out,All,ProtBERT,high,10,Kernel Ridge,90/10,0.3410947346073546,0.05924624837153485
Rg norm w/0.418,pH regr out,All,ProtBERT,high,10,GPR,90/10,-0.46642390142534795,0.08838511496712999
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,high,10,Linear,80/20,0.09117940879696351,0.11380141155274376
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,high,10,Ridge,80/20,0.08609141545095722,0.11411952311683882
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,high,10,Lasso,80/20,0.02164581925361153,0.11807463789198934
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.42247873400280644,0.0907178105694651
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,high,10,GPR,80/20,0.41412798893517344,0.09137132972188013
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,high,10,Linear,85/15,0.0488252560340553,0.10715503213679027
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,high,10,Ridge,85/15,0.06703719712813172,0.10612423684793865
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,high,10,Lasso,85/15,0.025853454634598427,0.10844126201286351
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,0.21045537487005606,0.09762718264541112
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,high,10,GPR,85/15,0.21571431904774163,0.09730150523731587
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,high,10,Linear,90/10,0.1257232509859737,0.09329241701630848
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.11605747380747622,0.09380670785047956
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.015990530659987456,0.09897409046702982
