Normalization,Regressing out,Points,ESM Mode,Layer,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,ESM-6,0,10,GPR,85/15,0.5809233992933868,1.8330675951454165
Rg w/no norm,No regr out,All,ESM-6,0,10,Linear,90/10,-0.03225248375976286,1.5832302442283885
Rg w/no norm,No regr out,All,ESM-6,0,10,Ridge,90/10,0.21034709545623997,1.3847431576146048
Rg w/no norm,No regr out,All,ESM-6,0,10,Lasso,90/10,0.21384232685578441,1.3816751226404205
Rg w/no norm,No regr out,All,ESM-6,0,10,Kernel Ridge,90/10,0.027901731778627425,1.5364067057404562
Rg w/no norm,No regr out,All,ESM-6,0,10,GPR,90/10,-0.7319054740216528,2.050752273676001
Rg w/no norm,No regr out,Inliers,ESM-6,1,104,Linear,80/20,0.35912330903045575,1.414374216269113
Rg w/no norm,No regr out,Inliers,ESM-6,1,104,Ridge,80/20,0.6802566237682637,0.9990284835911233
Rg w/no norm,No regr out,Inliers,ESM-6,1,104,Lasso,80/20,0.6873837473148336,0.9878314956575351
Rg w/no norm,No regr out,Inliers,ESM-6,1,104,Kernel Ridge,80/20,0.6517943912134512,1.0425453933719604
Rg w/no norm,No regr out,Inliers,ESM-6,1,104,GPR,80/20,0.6875540610883859,0.9875623730047886
Rg w/no norm,No regr out,Inliers,ESM-6,1,110,Linear,85/15,0.594937470515038,1.0723035997012216
Rg w/no norm,No regr out,Inliers,ESM-6,1,110,Ridge,85/15,0.7929716843009551,0.7666049216941733
Rg w/no norm,No regr out,Inliers,ESM-6,1,110,Lasso,85/15,0.8029674197734034,0.7478693778513202
Rg w/no norm,No regr out,Inliers,ESM-6,1,110,Kernel Ridge,85/15,0.8118202477245998,0.7308751146033576
Rg w/no norm,No regr out,Inliers,ESM-6,1,110,GPR,85/15,0.7990649625605558,0.755239271716306
Rg w/no norm,No regr out,Inliers,ESM-6,1,116,Linear,90/10,0.7518062974163348,0.7095011836207537
Rg w/no norm,No regr out,Inliers,ESM-6,1,116,Ridge,90/10,0.8628065566809131,0.5275023800372476
Rg w/no norm,No regr out,Inliers,ESM-6,1,116,Lasso,90/10,0.7854978544454612,0.6595892450194757
Rg w/no norm,No regr out,Inliers,ESM-6,1,116,Kernel Ridge,90/10,0.8316955143827004,0.5842592417689494
Rg w/no norm,No regr out,Inliers,ESM-6,1,116,GPR,90/10,0.8651948374967056,0.522890808138434
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Linear,80/20,0.4669096142742204,1.2899637838914846
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Ridge,80/20,0.6818393785405064,0.9965527814140017
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Lasso,80/20,0.6873837473148336,0.9878314956575351
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Kernel Ridge,80/20,0.6526138452497239,1.041317927140307
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,GPR,80/20,0.6896359211690943,0.9842667582069818
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Linear,85/15,0.7288782023224823,0.8772814501314856
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Ridge,85/15,0.7943497476560082,0.7640492470566846
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Lasso,85/15,0.8029674197734034,0.7478693778513202
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Kernel Ridge,85/15,0.8161410496669852,0.7224355633998065
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,GPR,85/15,0.7998863803068088,0.7536939905672425
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Linear,90/10,0.7660346692458085,0.6888640161106291
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Ridge,90/10,0.8617435154804959,0.5295421083369197
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Lasso,90/10,0.7854978544454612,0.6595892450194757
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Kernel Ridge,90/10,0.8309192737664112,0.5856050289171456
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,GPR,90/10,0.8635850141410486,0.5260036847711835
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,80/20,-0.12039428348823678,2.7206427521296317
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,80/20,0.28514683892788006,2.173173983213678
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,80/20,0.26474739670768366,2.203963315842543
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,80/20,0.3237463281270847,2.1136880605483834
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,80/20,0.6906887255856188,1.4294993140773253
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,85/15,-0.1765681812577955,3.071427889183055
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,85/15,0.26102768936820997,2.434141700909762
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,85/15,0.2425277181971346,2.4644223935047243
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,85/15,0.30734261605612534,2.3566278618620276
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,85/15,0.6822797556841061,1.5960783906386118
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,90/10,-0.8775622697586449,2.1352478044224488
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,90/10,0.2995351416704086,1.3042002685270369
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,90/10,0.28144985167431635,1.320929535538535
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,90/10,0.20088450344216402,1.3930152972349983
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,90/10,-0.36771620865794974,1.8224226573158104
Rg w/no norm,No regr out,All,ESM-6,1,100,Linear,80/20,-0.6573369603651666,3.308959746314523
Rg w/no norm,No regr out,All,ESM-6,1,100,Ridge,80/20,0.49491292228661365,1.8267083118717917
Rg w/no norm,No regr out,All,ESM-6,1,100,Lasso,80/20,0.36617478751163557,2.0463071959599572
Rg w/no norm,No regr out,All,ESM-6,1,100,Kernel Ridge,80/20,0.5731764006310113,1.6792304005703387
Rg w/no norm,No regr out,All,ESM-6,1,100,GPR,80/20,0.6296478113678334,1.5642045105182256
Rg w/no norm,No regr out,All,ESM-6,1,100,Linear,85/15,-0.295762913356842,3.2232541211372876
Rg w/no norm,No regr out,All,ESM-6,1,100,Ridge,85/15,0.47388041739282194,2.0538749932983973
Rg w/no norm,No regr out,All,ESM-6,1,100,Lasso,85/15,0.3260945082806187,2.324509211521009
Rg w/no norm,No regr out,All,ESM-6,1,100,Kernel Ridge,85/15,0.5570543309145775,1.8845471326136087
Rg w/no norm,No regr out,All,ESM-6,1,100,GPR,85/15,0.6063841657490312,1.7765116267884804
Rg w/no norm,No regr out,All,ESM-6,1,100,Linear,90/10,-3.076105760631421,3.146109479042891
Rg w/no norm,No regr out,All,ESM-6,1,100,Ridge,90/10,0.36531885121962193,1.2414490739221637
Rg w/no norm,No regr out,All,ESM-6,1,100,Lasso,90/10,0.41020883318520807,1.196741196073563
Rg w/no norm,No regr out,All,ESM-6,1,100,Kernel Ridge,90/10,0.2543203501335951,1.3456349386256796
Rg w/no norm,No regr out,All,ESM-6,1,100,GPR,90/10,-0.6313003083720103,1.9902978250680863
Rg w/no norm,No regr out,All,ESM-6,1,106,Linear,80/20,-0.503953441924798,3.1521238434879804
Rg w/no norm,No regr out,All,ESM-6,1,106,Ridge,80/20,0.4951133429578011,1.826345853151505
Rg w/no norm,No regr out,All,ESM-6,1,106,Lasso,80/20,0.36617478751163557,2.0463071959599572
Rg w/no norm,No regr out,All,ESM-6,1,106,Kernel Ridge,80/20,0.57370193646472,1.6781962876894658
Rg w/no norm,No regr out,All,ESM-6,1,106,GPR,80/20,0.6285940048135368,1.5664283370634033
Rg w/no norm,No regr out,All,ESM-6,1,112,Linear,85/15,-0.6000628374622221,3.581791430490535
Rg w/no norm,No regr out,All,ESM-6,1,112,Ridge,85/15,0.4736259855575855,2.0543715610345927
Rg w/no norm,No regr out,All,ESM-6,1,112,Lasso,85/15,0.3260945082806187,2.324509211521009
Rg w/no norm,No regr out,All,ESM-6,1,112,Kernel Ridge,85/15,0.5562735668707806,1.8862073123192344
Rg w/no norm,No regr out,All,ESM-6,1,112,GPR,85/15,0.6059986663513444,1.777381353694716
Rg w/no norm,No regr out,All,ESM-6,1,120,Linear,90/10,-8.354695073916302,4.76613047488529
Rg w/no norm,No regr out,All,ESM-6,1,120,Ridge,90/10,0.36258972400958545,1.2441153245963308
Rg w/no norm,No regr out,All,ESM-6,1,120,Lasso,90/10,0.41020883318520807,1.196741196073563
Rg w/no norm,No regr out,All,ESM-6,1,120,Kernel Ridge,90/10,0.2461077602567595,1.3530247649168408
Rg w/no norm,No regr out,All,ESM-6,1,120,GPR,90/10,-0.632236287151452,1.9908687222180401
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Linear,80/20,0.7036663888957995,0.9617618569339481
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Ridge,80/20,0.6868364421980857,0.9886958282122799
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Lasso,80/20,0.692762915905555,0.9792958403800217
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Kernel Ridge,80/20,0.6571485905810226,1.0344989686804382
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,GPR,80/20,0.21401397253389087,1.566334469353913
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Linear,85/15,0.8140709425524582,0.7264912075171058
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Ridge,85/15,0.783990034992384,0.783057443134337
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Lasso,85/15,0.8017864509282022,0.7501073096311311
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Kernel Ridge,85/15,0.7889546982109943,0.7740064378170659
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,GPR,85/15,0.648516921764484,0.9988699300073348
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Linear,90/10,0.8488145809244431,0.5537486741243993
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Ridge,90/10,0.8421883598505447,0.5657535165594029
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Lasso,90/10,0.8459461032104404,0.5589771942757872
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Kernel Ridge,90/10,0.8028114420123973,0.6324098139840638
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,GPR,90/10,0.6150789757893588,0.8835752895086919
Rg w/no norm,No regr out,All,ESM-6,1,50,Linear,80/20,0.669285051461282,1.4781312168329823
Rg w/no norm,No regr out,All,ESM-6,1,50,Ridge,80/20,0.4950318779050369,1.8264931905370703
Rg w/no norm,No regr out,All,ESM-6,1,50,Lasso,80/20,0.36617478751163557,2.0463071959599572
Rg w/no norm,No regr out,All,ESM-6,1,50,Kernel Ridge,80/20,0.5773313150804796,1.6710371781706455
Rg w/no norm,No regr out,All,ESM-6,1,50,GPR,80/20,0.3961104944310828,1.997398950589684
Rg w/no norm,No regr out,All,ESM-6,1,50,Linear,85/15,0.665202571102244,1.6384109086165612
Rg w/no norm,No regr out,All,ESM-6,1,50,Ridge,85/15,0.4730701360594375,2.0554559801572116
Rg w/no norm,No regr out,All,ESM-6,1,50,Lasso,85/15,0.3260945082806187,2.324509211521009
Rg w/no norm,No regr out,All,ESM-6,1,50,Kernel Ridge,85/15,0.5587252006707976,1.8809893510038302
Rg w/no norm,No regr out,All,ESM-6,1,50,GPR,85/15,0.3717846158957143,2.244326603700935
Rg w/no norm,No regr out,All,ESM-6,1,50,Linear,90/10,-0.19434751575155196,1.703007123441409
Rg w/no norm,No regr out,All,ESM-6,1,50,Ridge,90/10,0.38581850882380364,1.2212356441264092
Rg w/no norm,No regr out,All,ESM-6,1,50,Lasso,90/10,0.41020883318520807,1.196741196073563
Rg w/no norm,No regr out,All,ESM-6,1,50,Kernel Ridge,90/10,0.2936206052324757,1.309694851958648
Rg w/no norm,No regr out,All,ESM-6,1,50,GPR,90/10,-1.6664800577027723,2.544604432070144
Rg w/no norm,No regr out,Inliers,ESM-6,1,10,Linear,80/20,0.5458114825823704,1.1906802985127352
Rg w/no norm,No regr out,Inliers,ESM-6,1,10,Ridge,80/20,0.5458115161780521,1.1906802544762662
Rg w/no norm,No regr out,Inliers,ESM-6,1,10,Lasso,80/20,0.545816566417852,1.1906736347162548
Rg w/no norm,No regr out,Inliers,ESM-6,1,10,Kernel Ridge,80/20,0.6383030392340094,1.0625503586964695
Rg w/no norm,No regr out,Inliers,ESM-6,1,10,GPR,80/20,-0.7556994305442428,2.3410041123826795
Rg w/no norm,No regr out,Inliers,ESM-6,1,10,Linear,85/15,0.5906122721186172,1.0780133486438674
Rg w/no norm,No regr out,Inliers,ESM-6,1,10,Ridge,85/15,0.5906123627753873,1.0780132292836533
Rg w/no norm,No regr out,Inliers,ESM-6,1,10,Lasso,85/15,0.5906243709153873,1.077997419049625
Rg w/no norm,No regr out,Inliers,ESM-6,1,10,Kernel Ridge,85/15,0.7537995727602728,0.8359900911007414
Rg w/no norm,No regr out,Inliers,ESM-6,1,10,GPR,85/15,-0.03494868371858173,1.7140209937576574
Rg w/no norm,No regr out,Inliers,ESM-6,1,10,Linear,90/10,0.5922965895108203,0.9093475845080703
Rg w/no norm,No regr out,Inliers,ESM-6,1,10,Ridge,90/10,0.6019315080471743,0.8985384107762692
Rg w/no norm,No regr out,Inliers,ESM-6,1,10,Lasso,90/10,0.5923366973131173,0.9093028548967578
