Normalization,Regressing out,Points,ESM Mode,Layer,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,ESM-6,0,10,Lasso,90/10,0.05423005761936506,1.855554301306675
Rg w/no norm,No regr out,All,ESM-6,0,10,Kernel Ridge,90/10,0.24513840296624279,1.657732989423451
Rg w/no norm,No regr out,All,ESM-6,0,10,GPR,90/10,0.01939774378734449,1.8894149981558155
Rg w/no norm,No regr out,All,ESM-6,0,50,Linear,80/20,-1.994722637511365,2.7895152588552405
Rg w/no norm,No regr out,All,ESM-6,0,50,Ridge,80/20,0.06455411468490158,1.5590490291299919
Rg w/no norm,No regr out,All,ESM-6,0,50,Lasso,80/20,-0.012911364782379753,1.6223186491266772
Rg w/no norm,No regr out,All,ESM-6,0,50,Kernel Ridge,80/20,0.027136043584021996,1.589924477025748
Rg w/no norm,No regr out,All,ESM-6,0,50,GPR,80/20,-0.17430190073029062,1.7467884857896774
Rg w/no norm,No regr out,All,ESM-6,0,50,Linear,85/15,-2.4369001532728403,3.1383094202294206
Rg w/no norm,No regr out,All,ESM-6,0,50,Ridge,85/15,0.052690430982077374,1.6476245894663555
Rg w/no norm,No regr out,All,ESM-6,0,50,Lasso,85/15,-0.17782285983252133,1.8371824675790769
Rg w/no norm,No regr out,All,ESM-6,0,50,Kernel Ridge,85/15,0.03620707164993631,1.6618972547054824
Rg w/no norm,No regr out,All,ESM-6,0,50,GPR,85/15,-0.088888527728197,1.7664608385309146
Rg w/no norm,No regr out,All,ESM-6,0,50,Linear,90/10,-1.8286235959134851,3.208990964888823
Rg w/no norm,No regr out,All,ESM-6,0,50,Ridge,90/10,-0.4919258845831913,2.330529146976411
Rg w/no norm,No regr out,All,ESM-6,0,50,Lasso,90/10,-0.7195231235402204,2.501986284328799
Rg w/no norm,No regr out,All,ESM-6,0,50,Kernel Ridge,90/10,0.006745908008025436,1.9015646524775396
Rg w/no norm,No regr out,All,ESM-6,0,50,GPR,90/10,0.1104971715249582,1.7995113121953081
Rg w/no norm,No regr out,All,ESM-6,0,20,Linear,80/20,-1.0907068315573034,2.3307570567590057
Rg w/no norm,No regr out,All,ESM-6,0,20,Ridge,80/20,0.0646366290050957,1.5589802668906123
Rg w/no norm,No regr out,All,ESM-6,0,20,Lasso,80/20,-0.012911364782379753,1.6223186491266772
Rg w/no norm,No regr out,All,ESM-6,0,20,Kernel Ridge,80/20,0.027313987015050722,1.589779066378823
Rg w/no norm,No regr out,All,ESM-6,0,20,GPR,80/20,-0.1745786649356258,1.7469943187381465
Rg w/no norm,No regr out,All,ESM-6,0,20,Linear,85/15,-1.0071800484734683,2.398310828987553
Rg w/no norm,No regr out,All,ESM-6,0,20,Ridge,85/15,0.05280954721975584,1.6475209987192085
Rg w/no norm,No regr out,All,ESM-6,0,20,Lasso,85/15,-0.17782285983252133,1.8371824675790769
Rg w/no norm,No regr out,All,ESM-6,0,20,Kernel Ridge,85/15,0.036437117534338315,1.661698905335723
Rg w/no norm,No regr out,All,ESM-6,0,20,GPR,85/15,-0.08903189092139963,1.7665771209257592
Rg w/no norm,No regr out,All,ESM-6,0,20,Linear,90/10,-0.9419388843180827,2.6588797308756726
Rg w/no norm,No regr out,All,ESM-6,0,20,Ridge,90/10,-0.4905670634894621,2.3294676017661224
Rg w/no norm,No regr out,All,ESM-6,0,20,Lasso,90/10,-0.7195231235402204,2.501986284328799
Rg w/no norm,No regr out,All,ESM-6,0,20,Kernel Ridge,90/10,0.007022524046090606,1.901299846164673
Rg w/no norm,No regr out,All,ESM-6,0,20,GPR,90/10,0.11030827050891534,1.799702380429629
Rg w/no norm,No regr out,Inliers,ESM-6,1,104,Linear,80/20,0.16384848777150796,1.3518590528574026
Rg w/no norm,No regr out,Inliers,ESM-6,1,104,Ridge,80/20,0.5318880077393016,1.0114951564623715
Rg w/no norm,No regr out,Inliers,ESM-6,1,104,Lasso,80/20,0.499769182950758,1.0456206354543478
Rg w/no norm,No regr out,Inliers,ESM-6,1,104,Kernel Ridge,80/20,0.5386869414602169,1.0041227299589666
Rg w/no norm,No regr out,Inliers,ESM-6,1,104,GPR,80/20,0.5456176683439726,0.9965512581920565
Rg w/no norm,No regr out,Inliers,ESM-6,1,110,Linear,85/15,0.046911453895730704,1.486819170576352
Rg w/no norm,No regr out,Inliers,ESM-6,1,110,Ridge,85/15,0.4711078113980941,1.107579995958515
Rg w/no norm,No regr out,Inliers,ESM-6,1,110,Lasso,85/15,0.44732359794451904,1.1322100035929823
Rg w/no norm,No regr out,Inliers,ESM-6,1,110,Kernel Ridge,85/15,0.48259609898643263,1.09548485116154
Rg w/no norm,No regr out,Inliers,ESM-6,1,110,GPR,85/15,0.4861425020219704,1.0917240456027568
Rg w/no norm,No regr out,Inliers,ESM-6,1,116,Linear,90/10,0.35552697689411583,1.3213226236120976
Rg w/no norm,No regr out,Inliers,ESM-6,1,116,Ridge,90/10,0.41038824937790686,1.2638326320065245
Rg w/no norm,No regr out,Inliers,ESM-6,1,116,Lasso,90/10,0.2728084048579411,1.4035598128059483
Rg w/no norm,No regr out,Inliers,ESM-6,1,116,Kernel Ridge,90/10,0.445503924969328,1.2256197133259477
Rg w/no norm,No regr out,Inliers,ESM-6,1,116,GPR,90/10,0.42879648646786106,1.2439471648081901
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Linear,80/20,0.1771250573857791,1.341083572883522
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Ridge,80/20,0.5309770139693921,1.012478914537489
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Lasso,80/20,0.499769182950758,1.0456206354543478
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Kernel Ridge,80/20,0.5380165345006582,1.0048520898358981
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,GPR,80/20,0.5446751499612896,0.9975842883540609
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Linear,85/15,0.425455674884621,1.1543919686750348
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Ridge,85/15,0.4704949413102518,1.1082215313527137
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Lasso,85/15,0.44732359794451904,1.1322100035929823
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Kernel Ridge,85/15,0.48270791384396694,1.095366473525741
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,GPR,85/15,0.4856900603048795,1.0922045609450928
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Linear,90/10,0.43420950874904396,1.2380389883268246
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Ridge,90/10,0.4097470367736642,1.2645196647914494
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Lasso,90/10,0.2728084048579411,1.4035598128059483
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Kernel Ridge,90/10,0.4457742928649101,1.2253208756600196
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,GPR,90/10,0.4278579096815949,1.244968745283012
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,80/20,-3.133732666625048,3.2773410072093805
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,80/20,0.06455411468490169,1.5590490291299917
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,80/20,-0.012911364782379753,1.6223186491266772
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,80/20,0.027136043584030878,1.5899244770257406
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,80/20,-0.029070937027763533,1.6352083463015996
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,85/15,-2.506156343087939,3.1697713930646976
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,85/15,0.05269043098207826,1.6476245894663546
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,85/15,-0.17782285983252133,1.8371824675790769
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,85/15,0.03620707164997883,1.6618972547054458
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,85/15,0.008676713530219038,1.6854658468877075
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,90/10,-2.3748003912824927,3.5051366975680343
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,90/10,-0.4919258845831962,2.330529146976415
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,90/10,-0.7195231235402204,2.501986284328799
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,90/10,0.006745908008040313,1.9015646524775254
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,90/10,0.12410828916945549,1.7856902302507818
Rg w/no norm,No regr out,All,ESM-6,1,100,Linear,80/20,-3.342793269469354,3.359193464349381
Rg w/no norm,No regr out,All,ESM-6,1,100,Ridge,80/20,0.3240408721580712,1.3252891946532386
Rg w/no norm,No regr out,All,ESM-6,1,100,Lasso,80/20,0.34640540687648935,1.3031807736931815
Rg w/no norm,No regr out,All,ESM-6,1,100,Kernel Ridge,80/20,0.3110318739782715,1.3379811773820096
Rg w/no norm,No regr out,All,ESM-6,1,100,GPR,80/20,-0.17761731719245222,1.7492526091040055
Rg w/no norm,No regr out,All,ESM-6,1,100,Linear,85/15,-2.970324749620811,3.373069721753428
Rg w/no norm,No regr out,All,ESM-6,1,100,Ridge,85/15,0.26581214960649424,1.4504938754622172
Rg w/no norm,No regr out,All,ESM-6,1,100,Lasso,85/15,0.29933292799597555,1.4169944747246284
Rg w/no norm,No regr out,All,ESM-6,1,100,Kernel Ridge,85/15,0.26999310521687736,1.4463579387728849
Rg w/no norm,No regr out,All,ESM-6,1,100,GPR,85/15,-0.18999772733783127,1.8466533094965774
Rg w/no norm,No regr out,All,ESM-6,1,100,Linear,90/10,-0.7800316451745006,2.54562704306662
Rg w/no norm,No regr out,All,ESM-6,1,100,Ridge,90/10,0.2351798191668787,1.6686320609331906
Rg w/no norm,No regr out,All,ESM-6,1,100,Lasso,90/10,0.3692351907294009,1.5153558932023146
Rg w/no norm,No regr out,All,ESM-6,1,100,Kernel Ridge,90/10,0.2456936623817323,1.6571231814889194
Rg w/no norm,No regr out,All,ESM-6,1,100,GPR,90/10,0.083464864299029,1.8266505568810223
Rg w/no norm,No regr out,All,ESM-6,1,106,Linear,80/20,-2.666991876327399,3.0867781155220353
Rg w/no norm,No regr out,All,ESM-6,1,106,Ridge,80/20,0.32504446570484935,1.3243050036897168
Rg w/no norm,No regr out,All,ESM-6,1,106,Lasso,80/20,0.34640540687648935,1.3031807736931815
Rg w/no norm,No regr out,All,ESM-6,1,106,Kernel Ridge,80/20,0.3150320434660079,1.3340913437300173
Rg w/no norm,No regr out,All,ESM-6,1,106,GPR,80/20,-0.16853742179383713,1.7424958447461216
Rg w/no norm,No regr out,All,ESM-6,1,112,Linear,85/15,-2.530594022254683,3.1807987605157497
Rg w/no norm,No regr out,All,ESM-6,1,112,Ridge,85/15,0.26546926429983864,1.4508325455868292
Rg w/no norm,No regr out,All,ESM-6,1,112,Lasso,85/15,0.29933292799597555,1.4169944747246284
Rg w/no norm,No regr out,All,ESM-6,1,112,Kernel Ridge,85/15,0.27259678607321913,1.443776306750916
Rg w/no norm,No regr out,All,ESM-6,1,112,GPR,85/15,-0.18216772296489658,1.8405679335603486
Rg w/no norm,No regr out,All,ESM-6,1,120,Linear,90/10,-1.2696782018471175,2.8745049292639084
Rg w/no norm,No regr out,All,ESM-6,1,120,Ridge,90/10,0.2426555216664944,1.660457048558316
Rg w/no norm,No regr out,All,ESM-6,1,120,Lasso,90/10,0.3692351907294009,1.5153558932023146
Rg w/no norm,No regr out,All,ESM-6,1,120,Kernel Ridge,90/10,0.2637100492181965,1.6372136276404146
Rg w/no norm,No regr out,All,ESM-6,1,120,GPR,90/10,0.0813422107154822,1.8287645533095283
Rg w/no norm,No regr out,All,ESM-6,1,20,Linear,80/20,0.005565891848141269,1.6074535958553018
Rg w/no norm,No regr out,All,ESM-6,1,20,Ridge,80/20,0.33327227615154287,1.3162085141354254
Rg w/no norm,No regr out,All,ESM-6,1,20,Lasso,80/20,0.3403372450105625,1.3092163512788708
Rg w/no norm,No regr out,All,ESM-6,1,20,Kernel Ridge,80/20,0.2840764731376626,1.3639038518849307
Rg w/no norm,No regr out,All,ESM-6,1,20,GPR,80/20,-1.0506012636665378,2.3082936080686034
Rg w/no norm,No regr out,All,ESM-6,1,20,Linear,85/15,0.04050923359623593,1.6581839323163117
Rg w/no norm,No regr out,All,ESM-6,1,20,Ridge,85/15,0.28774008493848946,1.4286687802747695
Rg w/no norm,No regr out,All,ESM-6,1,20,Lasso,85/15,0.3141241649691736,1.4019581629804518
Rg w/no norm,No regr out,All,ESM-6,1,20,Kernel Ridge,85/15,0.42164528292010606,1.287387961650658
Rg w/no norm,No regr out,All,ESM-6,1,20,GPR,85/15,-1.3118664038539727,2.5739118517284303
Rg w/no norm,No regr out,All,ESM-6,1,20,Linear,90/10,0.03961164597458933,1.8698396160929243
Rg w/no norm,No regr out,All,ESM-6,1,20,Ridge,90/10,0.2581830233583047,1.643347083525575
Rg w/no norm,No regr out,All,ESM-6,1,20,Lasso,90/10,0.19648054340367505,1.710326847582169
Rg w/no norm,No regr out,All,ESM-6,1,20,Kernel Ridge,90/10,0.2341886925930733,1.6697128967752484
Rg w/no norm,No regr out,All,ESM-6,1,20,GPR,90/10,0.39171605019750855,1.488106771928666
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Linear,80/20,0.4461616221046396,1.100222310032303
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Ridge,80/20,0.4505886515906169,1.0958162511109095
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Lasso,80/20,0.45355390119345196,1.0928551137880393
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Kernel Ridge,80/20,0.49920055169902156,1.0462147648824218
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,GPR,80/20,0.5388062188475837,1.0039929082722572
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Linear,85/15,0.36752985473713307,1.211187951637005
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Ridge,85/15,0.37299190175899044,1.2059466681545632
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Lasso,85/15,0.3482518043742888,1.229508245679611
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Kernel Ridge,85/15,0.4084998271404783,1.1713022158276691
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,GPR,85/15,0.465461762169463,1.1134761412784522
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Linear,90/10,0.30469300590962567,1.3724445232933873
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Ridge,90/10,0.30652305757018306,1.3706371926868832
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Lasso,90/10,0.3006188465299041,1.3764595776045248
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Kernel Ridge,90/10,0.3672890783274574,1.3092095515429076
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,GPR,90/10,0.4518911307776725,1.218540348954746
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Linear,80/20,0.5574013695828719,0.9835443700349176
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Ridge,80/20,0.529373492599994,1.014208196828869
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Lasso,80/20,0.507059031762181,1.0379737746378535
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Kernel Ridge,80/20,0.5581262181843403,0.9827386593516114
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,GPR,80/20,0.4612117832096726,1.0851704735368013
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Linear,85/15,0.5076103922429538,1.0686757780638079
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Ridge,85/15,0.464186057486471,1.114804035273508
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Lasso,85/15,0.44282506993938753,1.136808495702658
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Kernel Ridge,85/15,0.4899055472207191,1.0877192817881103
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,GPR,85/15,0.4211957880600623,1.1586636126246024
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Linear,90/10,0.4494578405009646,1.221242165179421
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Ridge,90/10,0.3963548136132756,1.2787845200943178
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Lasso,90/10,0.37332347806563426,1.3029513845967062
